NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;POWER;
11;1;1;1:22.834;0;;32.685;0;26.380;0;23.769;0;113.3;1:22.834;16:05:16.533;0:32.685;0:26.380;0:23.769;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;2;1:13.647;0;;25.076;0;24.956;0;23.615;0;127.4;2:36.481;16:06:30.180;0:25.076;0:24.956;0:23.615;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;3;1:22.759;0;;25.317;0;25.010;0;32.432;0;113.4;3:59.240;16:07:52.939;0:25.317;0:25.010;0:32.432;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;4;2:53.231;0;B;51.822;0;58.416;0;1:02.993;0;54.2;6:52.471;16:10:46.170;0:51.822;0:58.416;1:02.993;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;5;2:48.455;0;;1:08.281;0;1:01.845;0;38.329;0;55.7;9:40.926;16:13:34.625;1:08.281;1:01.845;0:38.329;;Lucas DI GRASSI;0:00:31.740;;;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;6;1:13.371;0;;25.601;0;25.035;0;22.735;0;127.9;10:54.297;16:14:47.996;0:25.601;0:25.035;0:22.735;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;7;1:13.127;0;;25.488;0;24.868;0;22.771;0;128.3;12:07.424;16:16:01.123;0:25.488;0:24.868;0:22.771;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;8;1:12.344;0;;24.976;0;24.664;0;22.704;0;129.7;13:19.768;16:17:13.467;0:24.976;0:24.664;0:22.704;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;9;1:12.664;0;;25.030;0;24.643;0;22.991;0;129.1;14:32.432;16:18:26.131;0:25.030;0:24.643;0:22.991;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;10;1:14.949;0;;25.220;0;25.581;0;24.148;0;125.2;15:47.381;16:19:41.080;0:25.220;0:25.581;0:24.148;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;11;1:12.050;0;;24.722;0;24.829;0;22.499;0;130.2;16:59.431;16:20:53.130;0:24.722;0:24.829;0:22.499;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;;
