NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;POWER
94;1;27;1:08.430;0;;22.250;0;18.638;0;27.542;0;120.3;31:26.472;16:35:18.548;0:22.250;0:18.638;0:27.542;;Pascal WEHRLEIN;;;;MAHINDRA RACING;;
94;1;28;1:09.206;0;;22.139;0;18.597;0;28.470;0;119.0;32:35.678;16:36:27.754;0:22.139;0:18.597;0:28.470;;Pascal WEHRLEIN;;;;MAHINDRA RACING;;
94;1;29;1:08.458;0;;22.103;0;18.615;0;27.740;0;120.3;33:44.136;16:37:36.212;0:22.103;0:18.615;0:27.740;;Pascal WEHRLEIN;;;;MAHINDRA RACING;;
94;1;30;1:09.093;0;;22.458;0;18.831;0;27.804;0;119.2;34:53.229;16:38:45.305;0:22.458;0:18.831;0:27.804;;Pascal WEHRLEIN;;;;MAHINDRA RACING;;
94;1;31;1:08.109;0;;22.049;0;18.627;0;27.433;0;120.9;36:01.338;16:39:53.414;0:22.049;0:18.627;0:27.433;;Pascal WEHRLEIN;;;;MAHINDRA RACING;;
94;1;32;1:08.109;0;;22.064;0;18.573;0;27.472;0;120.9;37:09.447;16:41:01.523;0:22.064;0:18.573;0:27.472;;Pascal WEHRLEIN;;;;MAHINDRA RACING;;
94;1;33;1:08.149;0;;22.035;0;18.578;0;27.536;0;120.8;38:17.596;16:42:09.672;0:22.035;0:18.578;0:27.536;;Pascal WEHRLEIN;;;;MAHINDRA RACING;;
94;1;34;1:10.574;0;;22.170;0;18.655;0;29.749;0;116.7;39:28.170;16:43:20.246;0:22.170;0:18.655;0:29.749;;Pascal WEHRLEIN;;;;MAHINDRA RACING;;
94;1;35;1:08.662;0;;22.276;0;18.792;0;27.594;0;119.9;40:36.832;16:44:28.908;0:22.276;0:18.792;0:27.594;;Pascal WEHRLEIN;;;;MAHINDRA RACING;;
94;1;36;1:08.267;0;;22.049;0;18.718;0;27.500;0;120.6;41:45.099;16:45:37.175;0:22.049;0:18.718;0:27.500;;Pascal WEHRLEIN;;;;MAHINDRA RACING;;
94;1;37;1:08.949;0;;22.197;0;18.693;0;28.059;0;119.4;42:54.048;16:46:46.124;0:22.197;0:18.693;0:28.059;;Pascal WEHRLEIN;;;;MAHINDRA RACING;;
94;1;38;1:09.252;0;;22.385;0;18.899;0;27.968;0;118.9;44:03.300;16:47:55.376;0:22.385;0:18.899;0:27.968;;Pascal WEHRLEIN;;;;MAHINDRA RACING;;
94;1;39;1:07.703;0;;22.106;0;18.323;2;27.274;2;121.6;45:11.003;16:49:03.079;0:22.106;0:18.323;0:27.274;;Pascal WEHRLEIN;;;;MAHINDRA RACING;;
94;1;40;1:07.558;2;;21.716;2;18.425;0;27.417;0;121.9;46:18.561;16:50:10.637;0:21.716;0:18.425;0:27.417;;Pascal WEHRLEIN;;;;MAHINDRA RACING;;
