NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;POWER
11;1;1;1:24.343;0;;29.658;0;20.980;0;33.705;0;97.6;1:24.343;16:05:16.419;0:29.658;0:20.980;0:33.705;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;
11;1;2;1:10.898;0;;23.354;0;19.265;0;28.279;0;116.1;2:35.241;16:06:27.317;0:23.354;0:19.265;0:28.279;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;
11;1;3;1:13.446;0;;22.581;0;19.343;0;31.522;0;112.1;3:48.687;16:07:40.763;0:22.581;0:19.343;0:31.522;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;
11;1;4;1:10.417;0;;22.722;0;19.403;0;28.292;0;116.9;4:59.104;16:08:51.180;0:22.722;0:19.403;0:28.292;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;
11;1;5;1:09.392;0;;22.313;0;19.075;0;28.004;0;118.6;6:08.496;16:10:00.572;0:22.313;0:19.075;0:28.004;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;
11;1;6;1:22.666;0;;23.352;0;18.540;0;40.774;0;99.6;7:31.162;16:11:23.238;0:23.352;0:18.540;0:40.774;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;235
11;1;7;1:11.097;0;;23.300;0;18.549;0;29.248;0;115.8;8:42.259;16:12:34.335;0:23.300;0:18.549;0:29.248;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;235
11;1;8;1:10.047;0;;23.338;0;19.219;0;27.490;0;117.5;9:52.306;16:13:44.382;0:23.338;0:19.219;0:27.490;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;235
11;1;9;1:08.895;0;;21.962;0;18.773;0;28.160;0;119.5;11:01.201;16:14:53.277;0:21.962;0:18.773;0:28.160;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;235
11;1;10;1:08.955;0;;22.101;0;19.091;0;27.763;0;119.4;12:10.156;16:16:02.232;0:22.101;0:19.091;0:27.763;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;
11;1;11;1:09.091;0;;22.334;0;19.075;0;27.682;0;119.2;13:19.247;16:17:11.323;0:22.334;0:19.075;0:27.682;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;
11;1;12;1:09.587;0;;22.148;0;19.465;0;27.974;0;118.3;14:28.834;16:18:20.910;0:22.148;0:19.465;0:27.974;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;
11;1;13;1:08.836;0;;22.142;0;18.913;0;27.781;0;119.6;15:37.670;16:19:29.746;0:22.142;0:18.913;0:27.781;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;
11;1;14;1:08.782;0;;22.131;0;18.916;0;27.735;0;119.7;16:46.452;16:20:38.528;0:22.131;0:18.916;0:27.735;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;
11;1;15;1:08.781;0;;21.989;0;18.862;0;27.930;0;119.7;17:55.233;16:21:47.309;0:21.989;0:18.862;0:27.930;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;
11;1;16;1:08.751;0;;22.181;0;18.924;0;27.646;0;119.8;19:03.984;16:22:56.060;0:22.181;0:18.924;0:27.646;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;
11;1;17;1:08.583;0;;22.048;0;18.767;0;27.768;0;120.0;20:12.567;16:24:04.643;0:22.048;0:18.767;0:27.768;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;
11;1;18;1:08.485;0;;22.032;0;18.832;0;27.621;0;120.2;21:21.052;16:25:13.128;0:22.032;0:18.832;0:27.621;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;
11;1;19;1:08.597;0;;21.966;0;18.985;0;27.646;0;120.0;22:29.649;16:26:21.725;0:21.966;0:18.985;0:27.646;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;
11;1;20;1:08.127;0;;21.830;0;18.817;0;27.480;0;120.9;23:37.776;16:27:29.852;0:21.830;0:18.817;0:27.480;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;
11;1;21;1:08.694;0;;22.226;0;18.777;0;27.691;0;119.9;24:46.470;16:28:38.546;0:22.226;0:18.777;0:27.691;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;250
11;1;22;1:08.398;0;;21.911;0;19.026;0;27.461;0;120.4;25:54.868;16:29:46.944;0:21.911;0:19.026;0:27.461;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;
11;1;23;1:08.307;0;;22.091;0;18.867;0;27.349;0;120.5;27:03.175;16:30:55.251;0:22.091;0:18.867;0:27.349;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;
11;1;24;1:08.130;0;;21.925;0;18.846;0;27.359;0;120.8;28:11.305;16:32:03.381;0:21.925;0:18.846;0:27.359;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;
11;1;25;1:09.054;0;;23.316;0;18.565;0;27.173;0;119.2;29:20.359;16:33:12.435;0:23.316;0:18.565;0:27.173;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;235
11;1;26;1:07.076;2;;21.609;0;18.388;0;27.079;2;122.7;30:27.435;16:34:19.511;0:21.609;0:18.388;0:27.079;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;235
11;1;27;1:07.839;0;;21.592;2;18.228;2;28.019;0;121.4;31:35.274;16:35:27.350;0:21.592;0:18.228;0:28.019;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;235
11;1;28;1:09.186;0;;22.823;0;18.894;0;27.469;0;119.0;32:44.460;16:36:36.536;0:22.823;0:18.894;0:27.469;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;235
11;1;29;1:08.447;0;;22.012;0;18.833;0;27.602;0;120.3;33:52.907;16:37:44.983;0:22.012;0:18.833;0:27.602;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;
11;1;30;1:08.449;0;;21.944;0;18.778;0;27.727;0;120.3;35:01.356;16:38:53.432;0:21.944;0:18.778;0:27.727;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;
11;1;31;1:09.166;0;;22.665;0;18.817;0;27.684;0;119.0;36:10.522;16:40:02.598;0:22.665;0:18.817;0:27.684;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;
11;1;32;1:08.245;0;;21.992;0;18.736;0;27.517;0;120.6;37:18.767;16:41:10.843;0:21.992;0:18.736;0:27.517;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;
11;1;33;1:08.587;0;;22.066;0;18.654;0;27.867;0;120.0;38:27.354;16:42:19.430;0:22.066;0:18.654;0:27.867;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;
11;1;34;1:08.283;0;;22.019;0;18.649;0;27.615;0;120.6;39:35.637;16:43:27.713;0:22.019;0:18.649;0:27.615;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;
11;1;35;1:09.867;0;;22.102;0;18.657;0;29.108;0;117.8;40:45.504;16:44:37.580;0:22.102;0:18.657;0:29.108;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;
11;1;36;1:08.088;0;;22.048;0;18.673;0;27.367;0;120.9;41:53.592;16:45:45.668;0:22.048;0:18.673;0:27.367;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;
11;1;37;1:08.005;0;;21.921;0;18.745;0;27.339;0;121.1;43:01.597;16:46:53.673;0:21.921;0:18.745;0:27.339;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;
11;1;38;1:07.877;0;;21.908;0;18.683;0;27.286;0;121.3;44:09.474;16:48:01.550;0:21.908;0:18.683;0:27.286;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;
11;1;39;1:08.116;0;;21.936;0;18.851;0;27.329;0;120.9;45:17.590;16:49:09.666;0:21.936;0:18.851;0:27.329;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;
11;1;40;1:08.358;0;;21.850;0;18.999;0;27.509;0;120.4;46:25.948;16:50:18.024;0:21.850;0:18.999;0:27.509;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;
13;1;1;1:19.616;0;;27.452;0;19.617;0;32.547;0;103.4;1:19.616;16:05:11.692;0:27.452;0:19.617;0:32.547;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;
13;1;2;1:10.288;0;;22.219;0;19.084;0;28.985;0;117.1;2:29.904;16:06:21.980;0:22.219;0:19.084;0:28.985;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;
13;1;3;1:08.575;0;;22.050;0;18.778;0;27.747;0;120.1;3:38.479;16:07:30.555;0:22.050;0:18.778;0:27.747;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;
13;1;4;1:09.070;0;;21.926;0;18.720;0;28.424;0;119.2;4:47.549;16:08:39.625;0:21.926;0:18.720;0:28.424;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;
13;1;5;1:09.132;0;;21.984;0;18.727;0;28.421;0;119.1;5:56.681;16:09:48.757;0:21.984;0:18.727;0:28.421;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;
13;1;6;1:17.569;0;;21.891;0;18.679;0;36.999;0;106.1;7:14.250;16:11:06.326;0:21.891;0:18.679;0:36.999;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;
13;1;7;1:21.824;0;;35.398;0;18.775;0;27.651;0;100.6;8:36.074;16:12:28.150;0:35.398;0:18.775;0:27.651;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;
13;1;8;1:09.533;0;;21.955;0;19.273;0;28.305;0;118.4;9:45.607;16:13:37.683;0:21.955;0:19.273;0:28.305;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;
13;1;9;1:08.757;0;;21.952;0;18.889;0;27.916;0;119.7;10:54.364;16:14:46.440;0:21.952;0:18.889;0:27.916;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;
13;1;10;1:09.464;0;;23.412;0;18.418;0;27.634;0;118.5;12:03.828;16:15:55.904;0:23.412;0:18.418;0:27.634;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;235
13;1;11;1:08.114;0;;21.826;0;18.470;0;27.818;0;120.9;13:11.942;16:17:04.018;0:21.826;0:18.470;0:27.818;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;235
13;1;12;1:08.695;0;;21.993;0;18.424;0;28.278;0;119.9;14:20.637;16:18:12.713;0:21.993;0:18.424;0:28.278;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;235
13;1;13;1:08.346;0;;22.151;0;18.508;0;27.687;0;120.5;15:28.983;16:19:21.059;0:22.151;0:18.508;0:27.687;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;235
13;1;14;1:08.472;0;;22.048;0;18.640;0;27.784;0;120.2;16:37.455;16:20:29.531;0:22.048;0:18.640;0:27.784;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;
13;1;15;1:08.891;0;;22.020;0;18.614;0;28.257;0;119.5;17:46.346;16:21:38.422;0:22.020;0:18.614;0:28.257;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;
13;1;16;1:08.977;0;;22.536;0;18.639;0;27.802;0;119.4;18:55.323;16:22:47.399;0:22.536;0:18.639;0:27.802;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;
13;1;17;1:08.857;0;;23.201;0;18.235;0;27.421;0;119.6;20:04.180;16:23:56.256;0:23.201;0:18.235;0:27.421;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;235
13;1;18;1:07.583;0;;21.873;0;18.396;0;27.314;0;121.8;21:11.763;16:25:03.839;0:21.873;0:18.396;0:27.314;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;235
13;1;19;1:07.577;0;;21.840;0;18.342;0;27.395;0;121.8;22:19.340;16:26:11.416;0:21.840;0:18.342;0:27.395;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;235
13;1;20;1:08.515;0;;21.827;0;18.224;2;28.464;0;120.2;23:27.855;16:27:19.931;0:21.827;0:18.224;0:28.464;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;235
13;1;21;1:08.328;0;;21.868;0;18.560;0;27.900;0;120.5;24:36.183;16:28:28.259;0:21.868;0:18.560;0:27.900;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;
13;1;22;1:08.898;0;;21.939;0;18.454;0;28.505;0;119.5;25:45.081;16:29:37.157;0:21.939;0:18.454;0:28.505;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;
13;1;23;1:09.371;0;;22.113;0;18.964;0;28.294;0;118.7;26:54.452;16:30:46.528;0:22.113;0:18.964;0:28.294;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;250
13;1;24;1:09.414;0;;23.296;0;18.563;0;27.555;0;118.6;28:03.866;16:31:55.942;0:23.296;0:18.563;0:27.555;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;
13;1;25;1:07.693;0;;21.864;0;18.437;0;27.392;0;121.6;29:11.559;16:33:03.635;0:21.864;0:18.437;0:27.392;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;
13;1;26;1:07.750;0;;21.787;0;18.460;0;27.503;0;121.5;30:19.309;16:34:11.385;0:21.787;0:18.460;0:27.503;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;
13;1;27;1:07.870;0;;21.993;0;18.631;0;27.246;0;121.3;31:27.179;16:35:19.255;0:21.993;0:18.631;0:27.246;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;
13;1;28;1:07.674;0;;21.877;0;18.302;0;27.495;0;121.7;32:34.853;16:36:26.929;0:21.877;0:18.302;0:27.495;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;
13;1;29;1:08.338;0;;21.864;0;18.465;0;28.009;0;120.5;33:43.191;16:37:35.267;0:21.864;0:18.465;0:28.009;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;
13;1;30;1:08.673;0;;22.548;0;18.929;0;27.196;0;119.9;34:51.864;16:38:43.940;0:22.548;0:18.929;0:27.196;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;
13;1;31;1:07.539;0;;21.754;0;18.576;0;27.209;0;121.9;35:59.403;16:39:51.479;0:21.754;0:18.576;0:27.209;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;
13;1;32;1:07.326;0;;21.703;0;18.468;0;27.155;0;122.3;37:06.729;16:40:58.805;0:21.703;0:18.468;0:27.155;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;
13;1;33;1:07.271;2;;21.681;0;18.347;0;27.243;0;122.4;38:14.000;16:42:06.076;0:21.681;0:18.347;0:27.243;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;
13;1;34;1:07.357;0;;21.730;0;18.522;0;27.105;2;122.2;39:21.357;16:43:13.433;0:21.730;0:18.522;0:27.105;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;
13;1;35;1:07.280;0;;21.585;2;18.491;0;27.204;0;122.4;40:28.637;16:44:20.713;0:21.585;0:18.491;0:27.204;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;
13;1;36;1:07.849;0;;21.842;0;18.468;0;27.539;0;121.3;41:36.486;16:45:28.562;0:21.842;0:18.468;0:27.539;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;
13;1;37;1:08.614;0;;21.883;0;18.586;0;28.145;0;120.0;42:45.100;16:46:37.176;0:21.883;0:18.586;0:28.145;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;
13;1;38;1:09.060;0;;22.296;0;19.081;0;27.683;0;119.2;43:54.160;16:47:46.236;0:22.296;0:19.081;0:27.683;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;
13;1;39;1:09.284;0;;22.727;0;18.841;0;27.716;0;118.8;45:03.444;16:48:55.520;0:22.727;0:18.841;0:27.716;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;
13;1;40;1:10.134;0;;21.792;0;19.253;0;29.089;0;117.4;46:13.578;16:50:05.654;0:21.792;0:19.253;0:29.089;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;
17;1;1;1:17.269;0;;27.178;0;19.736;0;30.355;0;106.6;1:17.269;16:05:09.345;0:27.178;0:19.736;0:30.355;;Nyck DE VRIES;;;;Mercedes-Benz EQ Formula E Team;;
17;1;2;1:10.080;0;;22.445;0;19.111;0;28.524;0;117.5;2:27.349;16:06:19.425;0:22.445;0:19.111;0:28.524;;Nyck DE VRIES;;;;Mercedes-Benz EQ Formula E Team;;
17;1;3;1:10.133;0;;22.347;0;18.995;0;28.791;0;117.4;3:37.482;16:07:29.558;0:22.347;0:18.995;0:28.791;;Nyck DE VRIES;;;;Mercedes-Benz EQ Formula E Team;;
17;1;4;1:09.597;0;;22.253;0;18.944;0;28.400;0;118.3;4:47.079;16:08:39.155;0:22.253;0:18.944;0:28.400;;Nyck DE VRIES;;;;Mercedes-Benz EQ Formula E Team;;
17;1;5;1:10.337;0;;22.116;0;18.799;0;29.422;0;117.1;5:57.416;16:09:49.492;0:22.116;0:18.799;0:29.422;;Nyck DE VRIES;;;;Mercedes-Benz EQ Formula E Team;;
17;1;6;1:17.351;0;;21.981;0;18.734;0;36.636;0;106.4;7:14.767;16:11:06.843;0:21.981;0:18.734;0:36.636;;Nyck DE VRIES;;;;Mercedes-Benz EQ Formula E Team;;
17;1;7;1:23.483;0;;35.611;0;18.887;0;28.985;0;98.6;8:38.250;16:12:30.326;0:35.611;0:18.887;0:28.985;;Nyck DE VRIES;;;;Mercedes-Benz EQ Formula E Team;;
17;1;8;1:08.618;0;;22.005;0;18.660;0;27.953;0;120.0;9:46.868;16:13:38.944;0:22.005;0:18.660;0:27.953;;Nyck DE VRIES;;;;Mercedes-Benz EQ Formula E Team;;
17;1;9;1:09.588;0;;23.211;0;18.559;0;27.818;0;118.3;10:56.456;16:14:48.532;0:23.211;0:18.559;0:27.818;;Nyck DE VRIES;;;;Mercedes-Benz EQ Formula E Team;;235
17;1;10;1:08.983;0;;22.150;0;18.568;0;28.265;0;119.4;12:05.439;16:15:57.515;0:22.150;0:18.568;0:28.265;;Nyck DE VRIES;;;;Mercedes-Benz EQ Formula E Team;;235
17;1;11;1:08.097;0;;21.835;0;18.424;0;27.838;0;120.9;13:13.536;16:17:05.612;0:21.835;0:18.424;0:27.838;;Nyck DE VRIES;;;;Mercedes-Benz EQ Formula E Team;;235
17;1;12;1:08.427;0;;21.799;0;18.307;2;28.321;0;120.3;14:21.963;16:18:14.039;0:21.799;0:18.307;0:28.321;;Nyck DE VRIES;;;;Mercedes-Benz EQ Formula E Team;;235
17;1;13;1:08.628;0;;22.009;0;18.736;0;27.883;0;120.0;15:30.591;16:19:22.667;0:22.009;0:18.736;0:27.883;;Nyck DE VRIES;;;;Mercedes-Benz EQ Formula E Team;;
17;1;14;1:09.169;0;;22.244;0;18.607;0;28.318;0;119.0;16:39.760;16:20:31.836;0:22.244;0:18.607;0:28.318;;Nyck DE VRIES;;;;Mercedes-Benz EQ Formula E Team;;
17;1;15;1:08.307;0;;21.794;0;18.639;0;27.874;0;120.5;17:48.067;16:21:40.143;0:21.794;0:18.639;0:27.874;;Nyck DE VRIES;;;;Mercedes-Benz EQ Formula E Team;;
17;1;16;1:09.166;0;;23.417;0;18.425;0;27.324;0;119.0;18:57.233;16:22:49.309;0:23.417;0:18.425;0:27.324;;Nyck DE VRIES;;;;Mercedes-Benz EQ Formula E Team;;235
17;1;17;1:07.989;0;;21.728;0;18.442;0;27.819;0;121.1;20:05.222;16:23:57.298;0:21.728;0:18.442;0:27.819;;Nyck DE VRIES;;;;Mercedes-Benz EQ Formula E Team;;235
17;1;18;1:07.817;0;;21.689;0;18.763;0;27.365;0;121.4;21:13.039;16:25:05.115;0:21.689;0:18.763;0:27.365;;Nyck DE VRIES;;;;Mercedes-Benz EQ Formula E Team;;235
17;1;19;1:08.190;0;;21.998;0;18.490;0;27.702;0;120.7;22:21.229;16:26:13.305;0:21.998;0:18.490;0:27.702;;Nyck DE VRIES;;;;Mercedes-Benz EQ Formula E Team;;235
17;1;20;1:08.368;0;;21.844;0;18.859;0;27.665;0;120.4;23:29.597;16:27:21.673;0:21.844;0:18.859;0:27.665;;Nyck DE VRIES;;;;Mercedes-Benz EQ Formula E Team;;
17;1;21;1:08.019;0;;21.725;0;18.677;0;27.617;0;121.0;24:37.616;16:28:29.692;0:21.725;0:18.677;0:27.617;;Nyck DE VRIES;;;;Mercedes-Benz EQ Formula E Team;;
17;1;22;1:08.105;0;;21.788;0;18.456;0;27.861;0;120.9;25:45.721;16:29:37.797;0:21.788;0:18.456;0:27.861;;Nyck DE VRIES;;;;Mercedes-Benz EQ Formula E Team;;250
17;1;23;1:09.494;0;;22.765;0;18.601;0;28.128;0;118.5;26:55.215;16:30:47.291;0:22.765;0:18.601;0:28.128;;Nyck DE VRIES;;;;Mercedes-Benz EQ Formula E Team;;
17;1;24;1:09.294;0;;22.790;0;18.653;0;27.851;0;118.8;28:04.509;16:31:56.585;0:22.790;0:18.653;0:27.851;;Nyck DE VRIES;;;;Mercedes-Benz EQ Formula E Team;;
17;1;25;1:07.886;0;;21.913;0;18.503;0;27.470;0;121.3;29:12.395;16:33:04.471;0:21.913;0:18.503;0:27.470;;Nyck DE VRIES;;;;Mercedes-Benz EQ Formula E Team;;
17;1;26;1:08.422;0;;21.809;0;18.684;0;27.929;0;120.3;30:20.817;16:34:12.893;0:21.809;0:18.684;0:27.929;;Nyck DE VRIES;;;;Mercedes-Benz EQ Formula E Team;;
17;1;27;1:07.757;0;;21.841;0;18.605;0;27.311;0;121.5;31:28.574;16:35:20.650;0:21.841;0:18.605;0:27.311;;Nyck DE VRIES;;;;Mercedes-Benz EQ Formula E Team;;
17;1;28;1:07.651;0;;21.718;0;18.564;0;27.369;0;121.7;32:36.225;16:36:28.301;0:21.718;0:18.564;0:27.369;;Nyck DE VRIES;;;;Mercedes-Benz EQ Formula E Team;;
17;1;29;1:08.701;0;;22.214;0;18.604;0;27.883;0;119.8;33:44.926;16:37:37.002;0:22.214;0:18.604;0:27.883;;Nyck DE VRIES;;;;Mercedes-Benz EQ Formula E Team;;
17;1;30;1:09.971;0;;22.015;0;18.835;0;29.121;0;117.7;34:54.897;16:38:46.973;0:22.015;0:18.835;0:29.121;;Nyck DE VRIES;;;;Mercedes-Benz EQ Formula E Team;;
17;1;31;1:07.730;0;;21.724;0;18.575;0;27.431;0;121.6;36:02.627;16:39:54.703;0:21.724;0:18.575;0:27.431;;Nyck DE VRIES;;;;Mercedes-Benz EQ Formula E Team;;
17;1;32;1:07.436;0;;21.739;0;18.496;0;27.201;0;122.1;37:10.063;16:41:02.139;0:21.739;0:18.496;0:27.201;;Nyck DE VRIES;;;;Mercedes-Benz EQ Formula E Team;;
17;1;33;1:07.928;0;;21.783;0;18.480;0;27.665;0;121.2;38:17.991;16:42:10.067;0:21.783;0:18.480;0:27.665;;Nyck DE VRIES;;;;Mercedes-Benz EQ Formula E Team;;
17;1;34;1:09.810;0;;22.074;0;18.535;0;29.201;0;117.9;39:27.801;16:43:19.877;0:22.074;0:18.535;0:29.201;;Nyck DE VRIES;;;;Mercedes-Benz EQ Formula E Team;;
17;1;35;1:07.698;0;;21.793;0;18.708;0;27.197;2;121.6;40:35.499;16:44:27.575;0:21.793;0:18.708;0:27.197;;Nyck DE VRIES;;;;Mercedes-Benz EQ Formula E Team;;
17;1;36;1:07.698;0;;21.698;0;18.605;0;27.395;0;121.6;41:43.197;16:45:35.273;0:21.698;0:18.605;0:27.395;;Nyck DE VRIES;;;;Mercedes-Benz EQ Formula E Team;;
17;1;37;1:09.504;0;;22.088;0;19.561;0;27.855;0;118.5;42:52.701;16:46:44.777;0:22.088;0:19.561;0:27.855;;Nyck DE VRIES;;;;Mercedes-Benz EQ Formula E Team;;
17;1;38;1:08.619;0;;22.194;0;19.141;0;27.284;0;120.0;44:01.320;16:47:53.396;0:22.194;0:19.141;0:27.284;;Nyck DE VRIES;;;;Mercedes-Benz EQ Formula E Team;;
17;1;39;1:07.395;2;;21.685;0;18.503;0;27.207;0;122.2;45:08.715;16:49:00.791;0:21.685;0:18.503;0:27.207;;Nyck DE VRIES;;;;Mercedes-Benz EQ Formula E Team;;
17;1;40;1:07.679;0;;21.659;2;18.418;0;27.602;0;121.7;46:16.394;16:50:08.470;0:21.659;0:18.418;0:27.602;;Nyck DE VRIES;;;;Mercedes-Benz EQ Formula E Team;;
18;1;1;1:29.166;0;B;27.943;0;20.097;2;41.126;0;92.3;1:29.166;16:05:21.242;0:27.943;0:20.097;0:41.126;;Neel JANI;;;;TAG Heuer Porsche Formula E Team;;
18;1;2;2:36.482;0;B;1:27.568;0;28.711;0;40.203;0;52.6;4:05.648;16:07:57.724;1:27.568;0:28.711;0:40.203;;Neel JANI;0:01:07.703;;;TAG Heuer Porsche Formula E Team;;
19;1;1;1:14.470;0;;25.594;0;19.509;0;29.367;0;110.6;1:14.470;16:05:06.546;0:25.594;0:19.509;0:29.367;;Felipe MASSA;;;;ROKiT Venturi Racing;;
19;1;2;1:10.057;0;;22.524;0;19.108;0;28.425;0;117.5;2:24.527;16:06:16.603;0:22.524;0:19.108;0:28.425;;Felipe MASSA;;;;ROKiT Venturi Racing;;
19;1;3;1:10.045;0;;22.564;0;19.136;0;28.345;0;117.5;3:34.572;16:07:26.648;0:22.564;0:19.136;0:28.345;;Felipe MASSA;;;;ROKiT Venturi Racing;;
19;1;4;1:09.669;0;;22.372;0;19.167;0;28.130;0;118.2;4:44.241;16:08:36.317;0:22.372;0:19.167;0:28.130;;Felipe MASSA;;;;ROKiT Venturi Racing;;
19;1;5;1:09.366;0;;22.232;0;19.014;0;28.120;0;118.7;5:53.607;16:09:45.683;0:22.232;0:19.014;0:28.120;;Felipe MASSA;;;;ROKiT Venturi Racing;;
19;1;6;1:14.744;0;;22.190;0;19.013;0;33.541;0;110.2;7:08.351;16:11:00.427;0:22.190;0:19.013;0:33.541;;Felipe MASSA;;;;ROKiT Venturi Racing;;
19;1;7;1:25.682;0;;38.675;0;19.057;0;27.950;0;96.1;8:34.033;16:12:26.109;0:38.675;0:19.057;0:27.950;;Felipe MASSA;;;;ROKiT Venturi Racing;;
19;1;8;1:08.993;0;;22.081;0;18.967;0;27.945;0;119.3;9:43.026;16:13:35.102;0:22.081;0:18.967;0:27.945;;Felipe MASSA;;;;ROKiT Venturi Racing;;
19;1;9;1:09.689;0;;23.386;0;18.705;0;27.598;0;118.1;10:52.715;16:14:44.791;0:23.386;0:18.705;0:27.598;;Felipe MASSA;;;;ROKiT Venturi Racing;;235
19;1;10;1:07.847;0;;21.799;0;18.667;0;27.381;0;121.3;12:00.562;16:15:52.638;0:21.799;0:18.667;0:27.381;;Felipe MASSA;;;;ROKiT Venturi Racing;;235
