NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;POWER;
10;1;1;3:06.352;0;B;47.515;0;1:00.397;0;1:18.440;0;45.5;3:06.352;15:37:02.249;0:47.515;1:00.397;1:18.440;;Sam BIRD;;;;Jaguar Racing;;;
10;1;2;25:45.669;0;;24:50.097;0;28.199;0;27.373;0;5.5;28:52.021;16:02:47.918;24:50.097;0:28.199;0:27.373;;Sam BIRD;0:24:30.561;;;Jaguar Racing;;;
10;1;3;1:11.022;0;;24.113;0;22.460;0;24.449;0;119.4;30:03.043;16:03:58.940;0:24.113;0:22.460;0:24.449;;Sam BIRD;;;;Jaguar Racing;;;
10;1;4;2:17.127;0;;29.247;0;1:00.017;0;47.863;0;61.8;32:20.170;16:06:16.067;0:29.247;1:00.017;0:47.863;;Sam BIRD;;;;Jaguar Racing;;;
10;1;5;1:44.200;0;;53.989;0;25.597;0;24.614;0;81.4;34:04.370;16:08:00.267;0:53.989;0:25.597;0:24.614;;Sam BIRD;;;;Jaguar Racing;;;
10;1;6;1:10.564;0;;23.893;0;22.174;0;24.497;0;120.1;35:14.934;16:09:10.831;0:23.893;0:22.174;0:24.497;;Sam BIRD;;;;Jaguar Racing;;;
10;1;7;1:09.892;0;;23.432;0;22.153;0;24.307;0;121.3;36:24.826;16:10:20.723;0:23.432;0:22.153;0:24.307;;Sam BIRD;;;;Jaguar Racing;;;
10;1;8;1:09.972;0;;23.727;0;22.017;0;24.228;0;121.2;37:34.798;16:11:30.695;0:23.727;0:22.017;0:24.228;;Sam BIRD;;;;Jaguar Racing;;;
10;1;9;1:09.761;0;;23.501;0;22.018;0;24.242;0;121.5;38:44.559;16:12:40.456;0:23.501;0:22.018;0:24.242;;Sam BIRD;;;;Jaguar Racing;;;
10;1;10;1:10.343;0;;23.753;0;22.171;0;24.419;0;120.5;39:54.902;16:13:50.799;0:23.753;0:22.171;0:24.419;;Sam BIRD;;;;Jaguar Racing;;;
10;1;11;1:10.175;0;;23.699;0;22.147;0;24.329;0;120.8;41:05.077;16:15:00.974;0:23.699;0:22.147;0:24.329;;Sam BIRD;;;;Jaguar Racing;;;
10;1;12;1:09.899;0;;23.721;0;22.036;0;24.142;0;121.3;42:14.976;16:16:10.873;0:23.721;0:22.036;0:24.142;;Sam BIRD;;;;Jaguar Racing;;;
10;1;13;1:09.702;0;;23.602;0;21.953;0;24.147;0;121.6;43:24.678;16:17:20.575;0:23.602;0:21.953;0:24.147;;Sam BIRD;;;;Jaguar Racing;;;
10;1;14;1:09.846;0;;23.530;0;22.153;0;24.163;0;121.4;44:34.524;16:18:30.421;0:23.530;0:22.153;0:24.163;;Sam BIRD;;;;Jaguar Racing;;;
10;1;15;1:11.004;0;;23.466;0;23.450;0;24.088;2;119.4;45:45.528;16:19:41.425;0:23.466;0:23.450;0:24.088;;Sam BIRD;;;;Jaguar Racing;;235;
10;1;16;1:09.586;0;;23.345;0;21.833;0;24.408;0;121.8;46:55.114;16:20:51.011;0:23.345;0:21.833;0:24.408;;Sam BIRD;;;;Jaguar Racing;;235;
10;1;17;1:09.382;0;;23.141;0;21.796;0;24.445;0;122.2;48:04.496;16:22:00.393;0:23.141;0:21.796;0:24.445;;Sam BIRD;;;;Jaguar Racing;;235;
10;1;18;1:09.577;0;;23.361;0;21.757;0;24.459;0;121.9;49:14.073;16:23:09.970;0:23.361;0:21.757;0:24.459;;Sam BIRD;;;;Jaguar Racing;;235;
10;1;19;1:09.996;0;;23.528;0;22.105;0;24.363;0;121.1;50:24.069;16:24:19.966;0:23.528;0:22.105;0:24.363;;Sam BIRD;;;;Jaguar Racing;;;
10;1;20;1:09.840;0;;23.635;0;22.000;0;24.205;0;121.4;51:33.909;16:25:29.806;0:23.635;0:22.000;0:24.205;;Sam BIRD;;;;Jaguar Racing;;;
10;1;21;1:09.652;0;;23.566;0;21.971;0;24.115;0;121.7;52:43.561;16:26:39.458;0:23.566;0:21.971;0:24.115;;Sam BIRD;;;;Jaguar Racing;;;
10;1;22;1:10.262;0;;23.625;0;22.365;0;24.272;0;120.7;53:53.823;16:27:49.720;0:23.625;0:22.365;0:24.272;;Sam BIRD;;;;Jaguar Racing;;;
10;1;23;1:20.496;0;;23.556;0;22.260;0;34.680;0;105.3;55:14.319;16:29:10.216;0:23.556;0:22.260;0:34.680;;Sam BIRD;;;;Jaguar Racing;;;
10;1;24;2:52.207;0;;52.502;0;1:11.575;0;48.130;0;49.2;58:06.526;16:32:02.423;0:52.502;1:11.575;0:48.130;;Sam BIRD;;;;Jaguar Racing;;;
10;1;25;1:10.393;0;;23.841;0;22.060;0;24.492;0;120.4;59:16.919;16:33:12.816;0:23.841;0:22.060;0:24.492;;Sam BIRD;;;;Jaguar Racing;;;
10;1;26;1:10.140;0;;23.715;0;21.988;0;24.437;0;120.9;1:00:27.059;16:34:22.956;0:23.715;0:21.988;0:24.437;;Sam BIRD;;;;Jaguar Racing;;;
10;1;27;1:12.049;0;;23.627;0;23.062;0;25.360;0;117.7;1:01:39.108;16:35:35.005;0:23.627;0:23.062;0:25.360;;Sam BIRD;;;;Jaguar Racing;;235;
10;1;28;1:08.603;2;;23.059;2;21.406;2;24.138;0;123.6;1:02:47.711;16:36:43.608;0:23.059;0:21.406;0:24.138;;Sam BIRD;;;;Jaguar Racing;;235;
10;1;29;1:09.305;0;;23.270;0;21.673;0;24.362;0;122.3;1:03:57.016;16:37:52.913;0:23.270;0:21.673;0:24.362;;Sam BIRD;;;;Jaguar Racing;;235;
10;1;30;1:09.432;0;;23.310;0;21.820;0;24.302;0;122.1;1:05:06.448;16:39:02.345;0:23.310;0:21.820;0:24.302;;Sam BIRD;;;;Jaguar Racing;;235;
10;1;31;1:09.678;0;;23.432;0;22.029;0;24.217;0;121.7;1:06:16.126;16:40:12.023;0:23.432;0:22.029;0:24.217;;Sam BIRD;;;;Jaguar Racing;;;
10;1;32;1:09.671;0;;23.512;0;21.906;0;24.253;0;121.7;1:07:25.797;16:41:21.694;0:23.512;0:21.906;0:24.253;;Sam BIRD;;;;Jaguar Racing;;;
