NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;POWER;
10;1;1;1:51.374;0;;39.374;0;44.211;0;27.789;0;107.2;1:51.374;16:05:48.800;0:39.374;0:44.211;0:27.789;;Sam BIRD;;;;Jaguar Racing;;;
10;1;2;1:38.625;0;;29.426;0;41.774;0;27.425;0;121.1;3:29.999;16:07:27.425;0:29.426;0:41.774;0:27.425;;Sam BIRD;;;;Jaguar Racing;;;
10;1;3;1:37.827;0;;28.912;0;41.433;0;27.482;0;122.1;5:07.826;16:09:05.252;0:28.912;0:41.433;0:27.482;;Sam BIRD;;;;Jaguar Racing;;;
10;1;4;1:38.344;0;;28.934;0;41.997;0;27.413;0;121.5;6:46.170;16:10:43.596;0:28.934;0:41.997;0:27.413;;Sam BIRD;;;;Jaguar Racing;;;
10;1;5;1:38.664;0;;29.075;0;42.420;0;27.169;0;121.1;8:24.834;16:12:22.260;0:29.075;0:42.420;0:27.169;;Sam BIRD;;;;Jaguar Racing;;;
10;1;6;1:37.387;0;;28.620;0;41.479;0;27.288;0;122.7;10:02.221;16:13:59.647;0:28.620;0:41.479;0:27.288;;Sam BIRD;;;;Jaguar Racing;;;
10;1;7;1:37.115;0;;28.700;0;41.257;0;27.158;0;123.0;11:39.336;16:15:36.762;0:28.700;0:41.257;0:27.158;;Sam BIRD;;;;Jaguar Racing;;;
10;1;8;1:36.942;0;;28.644;0;41.224;0;27.074;0;123.2;13:16.278;16:17:13.704;0:28.644;0:41.224;0:27.074;;Sam BIRD;;;;Jaguar Racing;;;
10;1;9;1:38.051;0;;28.556;0;41.137;0;28.358;0;121.8;14:54.329;16:18:51.755;0:28.556;0:41.137;0:28.358;;Sam BIRD;;;;Jaguar Racing;;;
10;1;10;1:38.673;0;;30.524;0;41.112;0;27.037;0;121.1;16:33.002;16:20:30.428;0:30.524;0:41.112;0:27.037;;Sam BIRD;;;;Jaguar Racing;;235;
10;1;11;1:37.196;0;;28.765;0;41.125;0;27.306;0;122.9;18:10.198;16:22:07.624;0:28.765;0:41.125;0:27.306;;Sam BIRD;;;;Jaguar Racing;;235;
10;1;12;1:35.537;0;;28.196;0;40.400;2;26.941;0;125.0;19:45.735;16:23:43.161;0:28.196;0:40.400;0:26.941;;Sam BIRD;;;;Jaguar Racing;;235;
10;1;13;1:36.006;0;;28.321;0;40.727;0;26.958;0;124.4;21:21.741;16:25:19.167;0:28.321;0:40.727;0:26.958;;Sam BIRD;;;;Jaguar Racing;;;
10;1;14;1:36.236;0;;28.910;0;40.471;0;26.855;0;124.1;22:57.977;16:26:55.403;0:28.910;0:40.471;0:26.855;;Sam BIRD;;;;Jaguar Racing;;;
10;1;15;1:35.813;0;;28.151;0;40.687;0;26.975;0;124.7;24:33.790;16:28:31.216;0:28.151;0:40.687;0:26.975;;Sam BIRD;;;;Jaguar Racing;;;
10;1;16;1:35.579;0;;28.236;0;40.570;0;26.773;0;125.0;26:09.369;16:30:06.795;0:28.236;0:40.570;0:26.773;;Sam BIRD;;;;Jaguar Racing;;;
