NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;POWER;
10;1;1;3:00.109;0;;1:21.961;0;42.852;0;55.296;0;67.6;3:00.109;13:06:00.109;1:21.961;0:42.852;0:55.296;;Sam BIRD;;;;Jaguar Racing;;;
10;1;2;1:47.931;0;;27.285;0;36.808;0;43.838;0;112.7;4:48.040;13:07:48.040;0:27.285;0:36.808;0:43.838;;Sam BIRD;;;;Jaguar Racing;;;
10;1;3;1:45.360;0;;26.678;0;35.134;0;43.548;0;115.5;6:33.400;13:09:33.400;0:26.678;0:35.134;0:43.548;;Sam BIRD;;;;Jaguar Racing;;;
10;1;4;1:45.234;0;;26.460;0;34.846;0;43.928;0;115.6;8:18.634;13:11:18.634;0:26.460;0:34.846;0:43.928;;Sam BIRD;;;;Jaguar Racing;;;
10;1;5;1:47.110;0;;26.475;0;35.596;0;45.039;0;113.6;10:05.744;13:13:05.744;0:26.475;0:35.596;0:45.039;;Sam BIRD;;;;Jaguar Racing;;;
10;1;6;1:43.905;0;;26.421;0;34.260;0;43.224;0;117.1;11:49.649;13:14:49.649;0:26.421;0:34.260;0:43.224;;Sam BIRD;;;;Jaguar Racing;;;
10;1;7;1:48.282;0;;26.498;0;34.515;0;47.269;0;112.4;13:37.931;13:16:37.931;0:26.498;0:34.515;0:47.269;;Sam BIRD;;;;Jaguar Racing;;;
10;1;8;1:46.152;0;;27.261;0;34.817;0;44.074;0;114.6;15:24.083;13:18:24.083;0:27.261;0:34.817;0:44.074;;Sam BIRD;;;;Jaguar Racing;;235;
10;1;9;3:26.515;0;;40.349;0;1:22.623;0;1:23.543;0;58.9;18:50.598;13:21:50.598;0:40.349;1:22.623;1:23.543;;Sam BIRD;;;;Jaguar Racing;;235;
10;1;10;2:14.171;0;;56.674;0;34.500;0;42.997;0;90.7;21:04.769;13:24:04.769;0:56.674;0:34.500;0:42.997;;Sam BIRD;;;;Jaguar Racing;;;
10;1;11;1:43.777;0;;26.167;0;33.978;0;43.632;0;117.3;22:48.546;13:25:48.546;0:26.167;0:33.978;0:43.632;;Sam BIRD;;;;Jaguar Racing;;235;
10;1;12;1:41.482;2;;25.779;0;33.543;0;42.160;2;119.9;24:30.028;13:27:30.028;0:25.779;0:33.543;0:42.160;;Sam BIRD;;;;Jaguar Racing;;235;
10;1;13;1:42.871;0;;25.754;0;33.477;2;43.640;0;118.3;26:12.899;13:29:12.899;0:25.754;0:33.477;0:43.640;;Sam BIRD;;;;Jaguar Racing;;235;
10;1;14;1:42.298;0;;25.959;0;33.832;0;42.507;0;118.9;27:55.197;13:30:55.197;0:25.959;0:33.832;0:42.507;;Sam BIRD;;;;Jaguar Racing;;235;
10;1;15;1:44.567;0;;26.276;0;34.592;0;43.699;0;116.4;29:39.764;13:32:39.764;0:26.276;0:34.592;0:43.699;;Sam BIRD;;;;Jaguar Racing;;235;
10;1;16;1:42.981;0;;25.746;2;33.590;0;43.645;0;118.2;31:22.745;13:34:22.745;0:25.746;0:33.590;0:43.645;;Sam BIRD;;;;Jaguar Racing;;235;
10;1;17;1:42.547;0;;26.055;0;34.113;0;42.379;0;118.7;33:05.292;13:36:05.292;0:26.055;0:34.113;0:42.379;;Sam BIRD;;;;Jaguar Racing;;235;
10;1;18;1:42.811;0;;25.955;0;34.033;0;42.823;0;118.4;34:48.103;13:37:48.103;0:25.955;0:34.033;0:42.823;;Sam BIRD;;;;Jaguar Racing;;235;
10;1;19;1:43.974;0;;26.272;0;34.869;0;42.833;0;117.0;36:32.077;13:39:32.077;0:26.272;0:34.869;0:42.833;;Sam BIRD;;;;Jaguar Racing;;;
10;1;20;1:51.379;0;;26.425;0;34.020;0;50.934;0;109.2;38:23.456;13:41:23.456;0:26.425;0:34.020;0:50.934;;Sam BIRD;;;;Jaguar Racing;;;
10;1;21;4:29.313;0;;1:21.849;0;1:57.637;0;1:09.827;0;45.2;42:52.769;13:45:52.769;1:21.849;1:57.637;1:09.827;;Sam BIRD;;;;Jaguar Racing;;;
10;1;22;2:21.218;0;;35.779;0;41.007;0;1:04.432;0;86.2;45:13.987;13:48:13.987;0:35.779;0:41.007;1:04.432;;Sam BIRD;;;;Jaguar Racing;;;
11;1;1;3:01.353;0;;1:29.237;0;44.202;0;47.914;0;67.1;3:01.353;13:06:01.353;1:29.237;0:44.202;0:47.914;;Lucas DI GRASSI;;;;Audi Sport ABT Schaeffler Formula E Team;;;
11;1;2;1:48.158;0;;27.314;0;36.770;0;44.074;0;112.5;4:49.511;13:07:49.511;0:27.314;0:36.770;0:44.074;;Lucas DI GRASSI;;;;Audi Sport ABT Schaeffler Formula E Team;;;
11;1;3;1:44.719;0;;26.581;0;34.867;0;43.271;0;116.2;6:34.230;13:09:34.230;0:26.581;0:34.867;0:43.271;;Lucas DI GRASSI;;;;Audi Sport ABT Schaeffler Formula E Team;;;
11;1;4;1:45.825;0;;26.562;0;35.199;0;44.064;0;115.0;8:20.055;13:11:20.055;0:26.562;0:35.199;0:44.064;;Lucas DI GRASSI;;;;Audi Sport ABT Schaeffler Formula E Team;;;
11;1;5;1:46.699;0;;26.479;0;35.612;0;44.608;0;114.0;10:06.754;13:13:06.754;0:26.479;0:35.612;0:44.608;;Lucas DI GRASSI;;;;Audi Sport ABT Schaeffler Formula E Team;;;
11;1;6;1:43.964;2;;26.552;0;34.204;2;43.208;2;117.0;11:50.718;13:14:50.718;0:26.552;0:34.204;0:43.208;;Lucas DI GRASSI;;;;Audi Sport ABT Schaeffler Formula E Team;;;
11;1;7;1:45.205;0;;26.454;0;34.401;0;44.350;0;115.7;13:35.923;13:16:35.923;0:26.454;0:34.401;0:44.350;;Lucas DI GRASSI;;;;Audi Sport ABT Schaeffler Formula E Team;;;
13;1;1;3:03.943;0;;1:35.840;0;42.380;0;45.723;0;66.2;3:03.943;13:06:03.943;1:35.840;0:42.380;0:45.723;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;;
13;1;2;1:46.601;0;;27.080;0;35.953;0;43.568;0;114.1;4:50.544;13:07:50.544;0:27.080;0:35.953;0:43.568;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;;
13;1;3;1:44.239;0;;26.652;0;34.528;0;43.059;0;116.7;6:34.783;13:09:34.783;0:26.652;0:34.528;0:43.059;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;;
13;1;4;1:45.797;0;;26.556;0;35.154;0;44.087;0;115.0;8:20.580;13:11:20.580;0:26.556;0:35.154;0:44.087;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;;
13;1;5;1:46.508;0;;26.523;0;35.353;0;44.632;0;114.2;10:07.088;13:13:07.088;0:26.523;0:35.353;0:44.632;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;;
13;1;6;1:46.055;0;;27.222;0;34.215;0;44.618;0;114.7;11:53.143;13:14:53.143;0:27.222;0:34.215;0:44.618;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;235;
