NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;POWER;
10;1;1;1:39.903;0;;37.377;0;34.613;0;27.913;0;81.2;1:39.903;14:05:26.518;0:37.377;0:34.613;0:27.913;;Sam BIRD;;;;Jaguar Racing;;;
10;1;2;1:24.085;0;;25.889;0;30.806;0;27.390;0;96.4;3:03.988;14:06:50.603;0:25.889;0:30.806;0:27.390;;Sam BIRD;;;;Jaguar Racing;;;
10;1;3;1:23.912;0;;25.616;0;30.957;0;27.339;0;96.6;4:27.900;14:08:14.515;0:25.616;0:30.957;0:27.339;;Sam BIRD;;;;Jaguar Racing;;;
10;1;4;1:26.076;0;;25.208;0;33.523;0;27.345;0;94.2;5:53.976;14:09:40.591;0:25.208;0:33.523;0:27.345;;Sam BIRD;;;;Jaguar Racing;;;
10;1;5;1:25.173;0;;26.591;0;30.897;0;27.685;0;95.2;7:19.149;14:11:05.764;0:26.591;0:30.897;0:27.685;;Sam BIRD;;;;Jaguar Racing;;;
10;1;6;1:37.254;0;;25.175;0;30.716;0;41.363;0;83.4;8:56.403;14:12:43.018;0:25.175;0:30.716;0:41.363;;Sam BIRD;;;;Jaguar Racing;;;
10;1;7;3:00.444;0;;46.419;0;1:32.633;0;41.392;0;44.9;11:56.847;14:15:43.462;0:46.419;1:32.633;0:41.392;;Sam BIRD;;;;Jaguar Racing;;;
10;1;8;1:25.964;0;;27.083;0;31.422;0;27.459;0;94.3;13:22.811;14:17:09.426;0:27.083;0:31.422;0:27.459;;Sam BIRD;;;;Jaguar Racing;;;
10;1;9;1:23.478;0;;25.154;0;30.901;0;27.423;0;97.1;14:46.289;14:18:32.904;0:25.154;0:30.901;0:27.423;;Sam BIRD;;;;Jaguar Racing;;;
10;1;10;1:23.454;0;;25.250;0;31.132;0;27.072;2;97.1;16:09.743;14:19:56.358;0:25.250;0:31.132;0:27.072;;Sam BIRD;;;;Jaguar Racing;;;
10;1;11;1:33.258;0;;25.217;0;30.118;0;37.923;0;86.9;17:43.001;14:21:29.616;0:25.217;0:30.118;0:37.923;;Sam BIRD;;;;Jaguar Racing;;;
10;1;12;3:02.676;0;;39.718;0;1:23.632;0;59.326;0;44.4;20:45.677;14:24:32.292;0:39.718;1:23.632;0:59.326;;Sam BIRD;;;;Jaguar Racing;;;
10;1;13;2:22.959;0;;1:05.257;0;49.124;0;28.578;0;56.7;23:08.636;14:26:55.251;1:05.257;0:49.124;0:28.578;;Sam BIRD;;;;Jaguar Racing;;;
10;1;14;1:25.316;0;;25.069;0;31.231;0;29.016;0;95.0;24:33.952;14:28:20.567;0:25.069;0:31.231;0:29.016;;Sam BIRD;;;;Jaguar Racing;;235;
10;1;15;1:23.140;0;;25.010;0;30.317;0;27.813;0;97.5;25:57.092;14:29:43.707;0:25.010;0:30.317;0:27.813;;Sam BIRD;;;;Jaguar Racing;;235;
10;1;16;1:23.674;0;;25.166;0;31.390;0;27.118;0;96.9;27:20.766;14:31:07.381;0:25.166;0:31.390;0:27.118;;Sam BIRD;;;;Jaguar Racing;;235;
10;1;17;1:23.071;0;;24.711;2;31.163;0;27.197;0;97.6;28:43.837;14:32:30.452;0:24.711;0:31.163;0:27.197;;Sam BIRD;;;;Jaguar Racing;;235;
10;1;18;1:22.987;0;;24.878;0;30.807;0;27.302;0;97.7;30:06.824;14:33:53.439;0:24.878;0:30.807;0:27.302;;Sam BIRD;;;;Jaguar Racing;;235;
10;1;19;1:23.283;0;;25.194;0;30.360;0;27.729;0;97.3;31:30.107;14:35:16.722;0:25.194;0:30.360;0:27.729;;Sam BIRD;;;;Jaguar Racing;;235;
10;1;20;1:24.487;0;;25.719;0;31.149;0;27.619;0;96.0;32:54.594;14:36:41.209;0:25.719;0:31.149;0:27.619;;Sam BIRD;;;;Jaguar Racing;;235;
10;1;21;1:23.399;0;;25.173;0;30.269;0;27.957;0;97.2;34:17.993;14:38:04.608;0:25.173;0:30.269;0:27.957;;Sam BIRD;;;;Jaguar Racing;;235;
10;1;22;1:22.039;2;;24.775;0;30.078;0;27.186;0;98.8;35:40.032;14:39:26.647;0:24.775;0:30.078;0:27.186;;Sam BIRD;;;;Jaguar Racing;;235;
10;1;23;1:22.153;0;;24.910;0;30.050;2;27.193;0;98.7;37:02.185;14:40:48.800;0:24.910;0:30.050;0:27.193;;Sam BIRD;;;;Jaguar Racing;;235;
