NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;POWER;
10;1;1;1:47.109;0;;29.696;0;28.788;0;48.625;0;78.0;1:47.109;13:35:35.462;0:29.696;0:28.788;0:48.625;;Sam BIRD;;;;Jaguar Racing;;;
10;1;2;2:42.540;0;;1:11.761;0;1:03.787;0;26.992;0;51.4;4:29.649;13:38:18.002;1:11.761;1:03.787;0:26.992;;Sam BIRD;;;;Jaguar Racing;;;
10;1;3;1:13.633;0;;25.586;0;28.310;0;19.737;0;113.4;5:43.282;13:39:31.635;0:25.586;0:28.310;0:19.737;;Sam BIRD;;;;Jaguar Racing;;;
10;1;4;1:12.529;0;;24.957;0;28.048;0;19.524;0;115.2;6:55.811;13:40:44.164;0:24.957;0:28.048;0:19.524;;Sam BIRD;;;;Jaguar Racing;;;
10;1;5;1:12.207;0;;24.842;0;27.866;0;19.499;0;115.7;8:08.018;13:41:56.371;0:24.842;0:27.866;0:19.499;;Sam BIRD;;;;Jaguar Racing;;;
10;1;6;1:11.973;0;;24.741;0;27.776;0;19.456;0;116.0;9:19.991;13:43:08.344;0:24.741;0:27.776;0:19.456;;Sam BIRD;;;;Jaguar Racing;;;
10;1;7;1:11.791;0;;24.632;0;27.669;0;19.490;0;116.3;10:31.782;13:44:20.135;0:24.632;0:27.669;0:19.490;;Sam BIRD;;;;Jaguar Racing;;;
10;1;8;1:12.681;0;;24.450;0;28.482;0;19.749;0;114.9;11:44.463;13:45:32.816;0:24.450;0:28.482;0:19.749;;Sam BIRD;;;;Jaguar Racing;;235;
10;1;9;1:11.137;0;;24.322;0;27.470;0;19.345;2;117.4;12:55.600;13:46:43.953;0:24.322;0:27.470;0:19.345;;Sam BIRD;;;;Jaguar Racing;;235;
10;1;10;1:11.219;0;;24.439;0;27.398;0;19.382;0;117.3;14:06.819;13:47:55.172;0:24.439;0:27.398;0:19.382;;Sam BIRD;;;;Jaguar Racing;;235;
10;1;11;1:11.014;0;;24.278;0;27.330;0;19.406;0;117.6;15:17.833;13:49:06.186;0:24.278;0:27.330;0:19.406;;Sam BIRD;;;;Jaguar Racing;;235;
10;1;12;1:11.703;0;;24.434;0;27.622;0;19.647;0;116.5;16:29.536;13:50:17.889;0:24.434;0:27.622;0:19.647;;Sam BIRD;;;;Jaguar Racing;;;
10;1;13;1:12.650;0;;24.353;0;28.314;0;19.983;0;115.0;17:42.186;13:51:30.539;0:24.353;0:28.314;0:19.983;;Sam BIRD;;;;Jaguar Racing;;235;
10;1;14;1:10.530;2;;24.052;2;27.094;3;19.384;0;118.4;18:52.716;13:52:41.069;0:24.052;0:27.094;0:19.384;;Sam BIRD;;;;Jaguar Racing;;235;
10;1;15;1:10.789;0;;24.240;0;27.189;0;19.360;0;118.0;20:03.505;13:53:51.858;0:24.240;0:27.189;0:19.360;;Sam BIRD;;;;Jaguar Racing;;235;
10;1;16;1:10.929;0;;24.252;0;27.289;0;19.388;0;117.8;21:14.434;13:55:02.787;0:24.252;0:27.289;0:19.388;;Sam BIRD;;;;Jaguar Racing;;235;
10;1;17;1:11.638;0;;24.588;0;27.565;0;19.485;0;116.6;22:26.072;13:56:14.425;0:24.588;0:27.565;0:19.485;;Sam BIRD;;;;Jaguar Racing;;;
10;1;18;1:11.570;0;;24.451;0;27.583;0;19.536;0;116.7;23:37.642;13:57:25.995;0:24.451;0:27.583;0:19.536;;Sam BIRD;;;;Jaguar Racing;;;
10;1;19;1:11.619;0;;24.539;0;27.513;0;19.567;0;116.6;24:49.261;13:58:37.614;0:24.539;0:27.513;0:19.567;;Sam BIRD;;;;Jaguar Racing;;;
10;1;20;1:11.547;0;;24.365;0;27.683;0;19.499;0;116.7;26:00.808;13:59:49.161;0:24.365;0:27.683;0:19.499;;Sam BIRD;;;;Jaguar Racing;;;
10;1;21;1:11.619;0;;24.433;0;27.607;0;19.579;0;116.6;27:12.427;14:01:00.780;0:24.433;0:27.607;0:19.579;;Sam BIRD;;;;Jaguar Racing;;;
10;1;22;1:11.391;0;;24.326;0;27.564;0;19.501;0;117.0;28:23.818;14:02:12.171;0:24.326;0:27.564;0:19.501;;Sam BIRD;;;;Jaguar Racing;;;
10;1;23;1:11.906;0;;24.493;0;27.851;0;19.562;0;116.2;29:35.724;14:03:24.077;0:24.493;0:27.851;0:19.562;;Sam BIRD;;;;Jaguar Racing;;;
