NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;POWER;FANBOOST;
1;1;1;1:18.529;0;;32.122;0;22.122;0;24.285;0;108.0;1:18.529;15:11:12.010;0:32.122;0:22.122;0:24.285;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;2;1:11.070;0;;24.808;0;21.656;0;24.606;0;119.3;2:29.599;15:12:23.080;0:24.808;0:21.656;0:24.606;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;3;1:10.451;0;;24.920;0;21.541;0;23.990;0;120.3;3:40.050;15:13:33.531;0:24.920;0:21.541;0:23.990;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;4;1:10.367;0;;25.092;0;21.446;0;23.829;0;120.5;4:50.417;15:14:43.898;0:25.092;0:21.446;0:23.829;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;5;1:10.831;0;;24.485;0;21.451;0;24.895;0;119.7;6:01.248;15:15:54.729;0:24.485;0:21.451;0:24.895;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;6;1:10.212;0;;24.810;0;21.477;0;23.925;0;120.7;7:11.460;15:17:04.941;0:24.810;0:21.477;0:23.925;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;7;1:09.872;0;;24.646;0;21.361;0;23.865;0;121.3;8:21.332;15:18:14.813;0:24.646;0:21.361;0:23.865;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;8;1:10.773;0;;25.223;0;22.043;0;23.507;0;119.8;9:32.105;15:19:25.586;0:25.223;0:22.043;0:23.507;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;9;1:10.481;0;;25.051;0;21.448;0;23.982;0;120.3;10:42.586;15:20:36.067;0:25.051;0:21.448;0:23.982;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;10;1:10.456;0;;25.064;0;21.558;0;23.834;0;120.3;11:53.042;15:21:46.523;0:25.064;0:21.558;0:23.834;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;11;1:09.542;0;;24.562;0;21.299;0;23.681;0;121.9;13:02.584;15:22:56.065;0:24.562;0:21.299;0:23.681;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;12;1:08.845;0;;24.024;0;21.326;0;23.495;0;123.1;14:11.429;15:24:04.910;0:24.024;0:21.326;0:23.495;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;13;1:09.569;0;;24.095;0;21.499;0;23.975;0;121.9;15:20.998;15:25:14.479;0:24.095;0:21.499;0:23.975;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;14;1:12.878;0;;25.259;0;22.751;0;24.868;0;116.3;16:33.876;15:26:27.357;0:25.259;0:22.751;0:24.868;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;15;1:11.474;0;;25.819;0;21.503;0;24.152;0;118.6;17:45.350;15:27:38.831;0:25.819;0:21.503;0:24.152;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;16;1:11.935;0;;26.570;0;21.664;0;23.701;0;117.9;18:57.285;15:28:50.766;0:26.570;0:21.664;0:23.701;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;17;1:09.640;0;;24.128;0;22.576;0;22.936;0;121.7;20:06.925;15:30:00.406;0:24.128;0:22.576;0:22.936;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;18;1:11.258;0;;25.222;0;21.809;0;24.227;0;119.0;21:18.183;15:31:11.664;0:25.222;0:21.809;0:24.227;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;19;1:10.067;0;;24.891;0;21.385;0;23.791;0;121.0;22:28.250;15:32:21.731;0:24.891;0:21.385;0:23.791;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;20;1:11.210;0;;25.187;0;21.744;0;24.279;0;119.1;23:39.460;15:33:32.941;0:25.187;0:21.744;0:24.279;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;21;1:10.991;0;;26.221;0;21.485;0;23.285;0;119.4;24:50.451;15:34:43.932;0:26.221;0:21.485;0:23.285;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;22;1:09.895;0;;23.946;0;22.287;0;23.662;0;121.3;26:00.346;15:35:53.827;0:23.946;0:22.287;0:23.662;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;23;1:12.770;0;;25.676;0;22.861;0;24.233;0;116.5;27:13.116;15:37:06.597;0:25.676;0:22.861;0:24.233;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;24;1:11.418;0;;25.585;0;22.120;0;23.713;0;118.7;28:24.534;15:38:18.015;0:25.585;0:22.120;0:23.713;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;25;1:10.903;0;;25.273;0;21.553;0;24.077;0;119.6;29:35.437;15:39:28.918;0:25.273;0:21.553;0:24.077;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;26;1:10.460;0;;25.275;0;21.520;0;23.665;0;120.3;30:45.897;15:40:39.378;0:25.275;0:21.520;0:23.665;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;27;1:09.487;0;;24.604;0;21.181;0;23.702;0;122.0;31:55.384;15:41:48.865;0:24.604;0:21.181;0:23.702;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;28;1:09.394;0;;24.751;0;21.365;0;23.278;0;122.2;33:04.778;15:42:58.259;0:24.751;0:21.365;0:23.278;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;29;1:09.367;0;;24.628;0;21.302;0;23.437;0;122.2;34:14.145;15:44:07.626;0:24.628;0:21.302;0:23.437;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;30;1:08.359;0;;23.942;0;21.309;0;23.108;0;124.0;35:22.504;15:45:15.985;0:23.942;0:21.309;0:23.108;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;31;1:08.312;0;;23.703;0;20.948;0;23.661;0;124.1;36:30.816;15:46:24.297;0:23.703;0:20.948;0:23.661;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;32;1:08.076;0;;23.918;0;21.017;0;23.141;0;124.5;37:38.892;15:47:32.373;0:23.918;0:21.017;0:23.141;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;33;1:08.285;0;;24.005;0;21.151;0;23.129;0;124.2;38:47.177;15:48:40.658;0:24.005;0:21.151;0:23.129;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;34;1:07.568;0;;23.710;0;20.877;0;22.981;0;125.5;39:54.745;15:49:48.226;0:23.710;0:20.877;0:22.981;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;35;1:08.111;0;;24.075;0;21.008;0;23.028;0;124.5;41:02.856;15:50:56.337;0:24.075;0:21.008;0:23.028;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;36;1:07.370;0;;23.618;0;20.783;0;22.969;0;125.8;42:10.226;15:52:03.707;0:23.618;0:20.783;0:22.969;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;37;1:07.388;0;;23.538;0;20.912;0;22.938;0;125.8;43:17.614;15:53:11.095;0:23.538;0:20.912;0:22.938;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;38;1:07.294;0;;23.463;2;20.909;0;22.922;0;126.0;44:24.908;15:54:18.389;0:23.463;0:20.909;0:22.922;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;39;1:07.279;0;;23.488;0;20.893;0;22.898;2;126.0;45:32.187;15:55:25.668;0:23.488;0:20.893;0:22.898;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;40;1:07.173;2;;23.489;0;20.770;2;22.914;0;126.2;46:39.360;15:56:32.841;0:23.489;0:20.770;0:22.914;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
10;1;1;1:19.004;0;;32.625;0;22.193;0;24.186;0;107.3;1:19.004;15:11:12.485;0:32.625;0:22.193;0:24.186;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;2;1:09.982;0;;25.155;0;21.461;0;23.366;0;121.1;2:28.986;15:12:22.467;0:25.155;0:21.461;0:23.366;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;3;1:10.688;0;;24.571;0;21.507;0;24.610;0;119.9;3:39.674;15:13:33.155;0:24.571;0:21.507;0:24.610;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;4;1:11.459;0;;25.908;0;21.615;0;23.936;0;118.6;4:51.133;15:14:44.614;0:25.908;0:21.615;0:23.936;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;5;1:09.390;0;;24.405;0;21.252;0;23.733;0;122.2;6:00.523;15:15:54.004;0:24.405;0:21.252;0:23.733;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;6;1:09.986;0;;24.659;0;21.358;0;23.969;0;121.1;7:10.509;15:17:03.990;0:24.659;0:21.358;0:23.969;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;7;1:09.921;0;;24.582;0;21.312;0;24.027;0;121.3;8:20.430;15:18:13.911;0:24.582;0:21.312;0:24.027;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;8;1:09.988;0;;24.691;0;21.319;0;23.978;0;121.1;9:30.418;15:19:23.899;0:24.691;0:21.319;0:23.978;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;9;1:10.323;0;;24.913;0;21.306;0;24.104;0;120.6;10:40.741;15:20:34.222;0:24.913;0:21.306;0:24.104;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;10;1:10.187;0;;25.163;0;21.285;0;23.739;0;120.8;11:50.928;15:21:44.409;0:25.163;0:21.285;0:23.739;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;11;1:09.465;0;;24.716;0;21.179;0;23.570;0;122.0;13:00.393;15:22:53.874;0:24.716;0:21.179;0:23.570;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;12;1:08.886;0;;23.856;0;21.281;0;23.749;0;123.1;14:09.279;15:24:02.760;0:23.856;0:21.281;0:23.749;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;13;1:10.449;0;;24.363;0;21.982;0;24.104;0;120.3;15:19.728;15:25:13.209;0:24.363;0:21.982;0:24.104;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;14;1:13.253;0;;25.715;0;22.862;0;24.676;0;115.7;16:32.981;15:26:26.462;0:25.715;0:22.862;0:24.676;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;15;1:11.705;0;;25.536;0;22.064;0;24.105;0;118.2;17:44.686;15:27:38.167;0:25.536;0:22.064;0:24.105;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;16;1:11.901;0;;25.768;0;22.696;0;23.437;0;117.9;18:56.587;15:28:50.068;0:25.768;0:22.696;0:23.437;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;17;1:08.805;0;;23.968;0;21.308;0;23.529;0;123.2;20:05.392;15:29:58.873;0:23.968;0:21.308;0:23.529;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;18;1:38.511;0;B;26.089;0;22.231;0;50.191;0;86.1;21:43.903;15:31:37.384;0:26.089;0:22.231;0:50.191;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;19;1:13.847;0;;27.115;0;23.259;0;23.473;0;114.8;22:57.750;15:32:51.231;0:27.115;0:23.259;0:23.473;;Sam BIRD;0:00:33.453;;;Jaguar TCS Racing;;;false;
10;1;20;1:09.096;0;;24.058;0;21.481;0;23.557;0;122.7;24:06.846;15:34:00.327;0:24.058;0:21.481;0:23.557;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;21;1:09.797;0;;24.205;0;21.922;0;23.670;0;121.5;25:16.643;15:35:10.124;0:24.205;0:21.922;0:23.670;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
