NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;POWER;FANBOOST;
1;1;0;28.287;0;;;0;;0;;0;242.4;28.287;20:07:28.263;;;;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;1;1:16.061;0;;25.583;0;20.430;0;30.048;0;118.1;1:44.348;20:08:44.324;0:25.583;0:20.430;0:30.048;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;2;1:13.334;0;;23.866;0;19.999;0;29.469;0;122.5;2:57.682;20:09:57.658;0:23.866;0:19.999;0:29.469;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;3;1:12.571;0;;23.493;0;19.777;0;29.301;0;123.8;4:10.253;20:11:10.229;0:23.493;0:19.777;0:29.301;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;4;1:11.889;0;;23.248;0;19.545;0;29.096;0;124.9;5:22.142;20:12:22.118;0:23.248;0:19.545;0:29.096;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;5;1:11.555;0;;23.120;0;19.504;0;28.931;0;125.5;6:33.697;20:13:33.673;0:23.120;0:19.504;0:28.931;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;6;1:11.596;0;;23.091;0;19.580;0;28.925;0;125.5;7:45.293;20:14:45.269;0:23.091;0:19.580;0:28.925;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;7;1:11.444;0;;23.045;0;19.433;0;28.966;0;125.7;8:56.737;20:15:56.713;0:23.045;0:19.433;0:28.966;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;8;1:11.672;0;;23.096;0;19.580;0;28.996;0;125.3;10:08.409;20:17:08.385;0:23.096;0:19.580;0:28.996;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;9;1:12.611;0;;23.225;0;19.406;0;29.980;0;123.7;11:21.020;20:18:20.996;0:23.225;0:19.406;0:29.980;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;10;1:11.314;0;;22.899;0;19.355;0;29.060;0;126.0;12:32.334;20:19:32.310;0:22.899;0:19.355;0:29.060;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;11;1:11.596;0;;23.081;0;19.566;0;28.949;0;125.5;13:43.930;20:20:43.906;0:23.081;0:19.566;0:28.949;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;12;1:11.265;0;;23.133;0;19.331;0;28.801;0;126.0;14:55.195;20:21:55.171;0:23.133;0:19.331;0:28.801;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;13;1:11.297;0;;23.030;0;19.332;0;28.935;0;126.0;16:06.492;20:23:06.468;0:23.030;0:19.332;0:28.935;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;14;1:11.267;0;;23.032;0;19.384;0;28.851;0;126.0;17:17.759;20:24:17.735;0:23.032;0:19.384;0:28.851;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;15;1:11.266;0;;23.078;0;19.321;0;28.867;0;126.0;18:29.025;20:25:29.001;0:23.078;0:19.321;0:28.867;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;16;1:11.227;0;;23.043;0;19.307;0;28.877;0;126.1;19:40.252;20:26:40.228;0:23.043;0:19.307;0:28.877;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;17;1:11.165;0;;23.044;0;19.280;0;28.841;0;126.2;20:51.417;20:27:51.393;0:23.044;0:19.280;0:28.841;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;18;1:11.338;0;;23.039;0;19.344;0;28.955;0;125.9;22:02.755;20:29:02.731;0:23.039;0:19.344;0:28.955;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;19;1:11.539;0;;23.065;0;19.286;0;29.188;0;125.6;23:14.294;20:30:14.270;0:23.065;0:19.286;0:29.188;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;20;1:11.026;0;;22.896;0;19.381;0;28.749;0;126.5;24:25.320;20:31:25.296;0:22.896;0:19.381;0:28.749;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;21;1:11.113;0;;22.906;0;19.258;0;28.949;0;126.3;25:36.433;20:32:36.409;0:22.906;0:19.258;0:28.949;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;22;1:12.197;0;;23.662;0;19.592;0;28.943;0;124.4;26:48.630;20:33:48.606;0:23.662;0:19.592;0:28.943;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;23;1:11.181;0;;23.007;0;19.460;0;28.714;0;126.2;27:59.811;20:34:59.787;0:23.007;0:19.460;0:28.714;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;24;1:10.989;0;;22.939;0;19.310;0;28.740;0;126.5;29:10.800;20:36:10.776;0:22.939;0:19.310;0:28.740;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;25;1:11.161;0;;23.010;0;19.378;0;28.773;0;126.2;30:21.961;20:37:21.937;0:23.010;0:19.378;0:28.773;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;26;1:11.287;0;;22.984;0;19.348;0;28.955;0;126.0;31:33.248;20:38:33.224;0:22.984;0:19.348;0:28.955;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;27;1:27.498;0;;23.047;0;19.385;0;45.066;0;102.7;33:00.746;20:40:00.722;0:23.047;0:19.385;0:45.066;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;28;2:25.929;0;;35.395;0;42.396;0;1:08.138;0;61.6;35:26.675;20:42:26.651;0:35.395;0:42.396;1:08.138;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;29;2:14.637;0;;35.616;0;40.003;0;59.018;0;66.7;37:41.312;20:44:41.288;0:35.616;0:40.003;0:59.018;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;30;1:23.769;0;;25.007;0;25.918;0;32.844;0;107.2;39:05.081;20:46:05.057;0:25.007;0:25.918;0:32.844;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;31;1:11.566;0;;23.295;0;19.480;0;28.791;0;125.5;40:16.647;20:47:16.623;0:23.295;0:19.480;0:28.791;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;32;1:10.969;0;;22.965;0;19.205;0;28.799;0;126.6;41:27.616;20:48:27.592;0:22.965;0:19.205;0:28.799;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;33;1:10.909;0;;22.987;0;19.163;0;28.759;0;126.7;42:38.525;20:49:38.501;0:22.987;0:19.163;0:28.759;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;34;1:11.086;0;;23.144;0;19.201;0;28.741;0;126.4;43:49.611;20:50:49.587;0:23.144;0:19.201;0:28.741;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;35;1:10.736;0;;22.705;0;19.118;0;28.913;0;127.0;45:00.347;20:52:00.323;0:22.705;0:19.118;0:28.913;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;36;1:10.686;0;;22.953;0;19.250;0;28.483;0;127.1;46:11.033;20:53:11.009;0:22.953;0:19.250;0:28.483;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;37;1:11.597;0;;22.721;0;18.981;2;29.895;0;125.5;47:22.630;20:54:22.606;0:22.721;0:18.981;0:29.895;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;38;1:10.125;2;;22.766;0;19.020;0;28.339;2;128.1;48:32.755;20:55:32.731;0:22.766;0:19.020;0:28.339;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;39;1:10.232;0;;22.653;2;19.038;0;28.541;0;127.9;49:42.987;20:56:42.963;0:22.653;0:19.038;0:28.541;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
1;1;40;1:10.889;0;;22.812;0;19.102;0;28.975;0;126.7;50:53.876;20:57:53.852;0:22.812;0:19.102;0:28.975;;Stoffel VANDOORNE;;;;DS PENSKE;;;false;
10;1;0;27.709;0;;;0;;0;;0;247.5;27.709;20:07:27.685;;;;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;1;1:16.149;0;;25.790;0;20.288;0;30.071;0;118.0;1:43.858;20:08:43.834;0:25.790;0:20.288;0:30.071;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;2;1:13.301;0;;23.883;0;19.925;0;29.493;0;122.5;2:57.159;20:09:57.135;0:23.883;0:19.925;0:29.493;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;3;1:12.539;0;;23.586;0;19.618;0;29.335;0;123.8;4:09.698;20:11:09.674;0:23.586;0:19.618;0:29.335;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;4;1:11.834;0;;23.230;0;19.573;0;29.031;0;125.0;5:21.532;20:12:21.508;0:23.230;0:19.573;0:29.031;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;5;1:11.556;0;;23.134;0;19.464;0;28.958;0;125.5;6:33.088;20:13:33.064;0:23.134;0:19.464;0:28.958;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;6;1:11.583;0;;23.188;0;19.406;0;28.989;0;125.5;7:44.671;20:14:44.647;0:23.188;0:19.406;0:28.989;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;7;1:11.559;0;;22.998;0;19.463;0;29.098;0;125.5;8:56.230;20:15:56.206;0:22.998;0:19.463;0:29.098;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;8;1:11.666;0;;23.038;0;19.486;0;29.142;0;125.3;10:07.896;20:17:07.872;0:23.038;0:19.486;0:29.142;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;9;1:11.768;0;;23.231;0;19.488;0;29.049;0;125.2;11:19.664;20:18:19.640;0:23.231;0:19.488;0:29.049;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;10;1:11.678;0;;23.256;0;19.483;0;28.939;0;125.3;12:31.342;20:19:31.318;0:23.256;0:19.483;0:28.939;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;11;1:11.744;0;;23.267;0;19.555;0;28.922;0;125.2;13:43.086;20:20:43.062;0:23.267;0:19.555;0:28.922;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;12;1:10.968;0;;22.902;0;19.379;0;28.687;0;126.6;14:54.054;20:21:54.030;0:22.902;0:19.379;0:28.687;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;13;1:11.423;0;;23.110;0;19.342;0;28.971;0;125.8;16:05.477;20:23:05.453;0:23.110;0:19.342;0:28.971;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;14;1:11.168;0;;23.011;0;19.345;0;28.812;0;126.2;17:16.645;20:24:16.621;0:23.011;0:19.345;0:28.812;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;15;1:11.261;0;;23.118;0;19.366;0;28.777;0;126.0;18:27.906;20:25:27.882;0:23.118;0:19.366;0:28.777;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;16;1:11.319;0;;23.053;0;19.397;0;28.869;0;125.9;19:39.225;20:26:39.201;0:23.053;0:19.397;0:28.869;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;17;1:11.236;0;;22.924;0;19.338;0;28.974;0;126.1;20:50.461;20:27:50.437;0:22.924;0:19.338;0:28.974;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
