NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;POWER;
11;1;1;1:18.270;0;;21.470;0;28.162;0;28.638;0;80.9;1:18.270;16:05:55.587;0:21.470;0:28.162;0:28.638;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;2;1:10.622;0;;18.996;0;24.149;0;27.477;0;94.8;2:28.892;16:07:06.209;0:18.996;0:24.149;0:27.477;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;3;1:38.664;0;;18.627;0;34.507;0;45.530;0;67.9;4:07.556;16:08:44.873;0:18.627;0:34.507;0:45.530;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;4;16:32.566;0;B;59.273;0;1:18.501;0;14:14.792;0;6.7;20:40.122;16:25:17.439;0:59.273;1:18.501;14:14.792;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;5;1:51.175;0;;44.817;0;29.550;0;36.808;0;60.2;22:31.297;16:27:08.614;0:44.817;0:29.550;0:36.808;;Lucas DI GRASSI;0:13:03.740;;;Audi Sport Abt Schaeffler Formula E Team;;225;
11;1;6;1:07.439;0;;18.342;0;23.109;0;25.988;0;99.3;23:38.736;16:28:16.053;0:18.342;0:23.109;0:25.988;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;225;
11;1;7;1:05.767;0;;17.677;0;22.854;0;25.236;0;101.8;24:44.503;16:29:21.820;0:17.677;0:22.854;0:25.236;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;225;
11;1;8;1:05.896;0;;17.598;0;23.127;0;25.171;0;101.6;25:50.399;16:30:27.716;0:17.598;0:23.127;0:25.171;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;225;
11;1;9;1:05.483;0;;17.601;0;22.915;0;24.967;0;102.3;26:55.882;16:31:33.199;0:17.601;0:22.915;0:24.967;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;225;
11;1;10;1:05.570;0;;17.985;0;22.761;0;24.824;0;102.1;28:01.452;16:32:38.769;0:17.985;0:22.761;0:24.824;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;;
