NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;POWER;
11;1;0;36.044;0;;;0;;0;;0;54.9;36.044;18:07:41.393;;;;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;1;12:32.407;0;B;42.066;0;1:09.130;0;10:41.211;0;13.2;13:08.451;18:20:13.800;0:42.066;1:09.130;10:41.211;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;2;29:44.875;0;;28:43.514;0;31.858;0;29.503;0;5.5;42:53.323;18:49:58.675;28:43.514;0:31.858;0:29.503;;Lucas DI GRASSI;0:27:37.895;;;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;3;1:24.579;0;;29.068;0;26.736;0;28.775;0;117.1;44:17.902;18:51:23.254;0:29.068;0:26.736;0:28.775;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;4;1:25.736;0;;29.380;0;26.814;0;29.542;0;115.5;45:43.638;18:52:48.990;0:29.380;0:26.814;0:29.542;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;5;1:24.067;0;;28.929;0;26.812;0;28.326;0;117.8;47:07.705;18:54:13.057;0:28.929;0:26.812;0:28.326;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;6;1:23.919;0;;28.464;0;26.582;0;28.873;0;118.0;48:31.624;18:55:36.976;0:28.464;0:26.582;0:28.873;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;7;1:25.813;0;;28.835;0;26.998;0;29.980;0;115.4;49:57.437;18:57:02.789;0:28.835;0:26.998;0:29.980;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;8;1:23.847;0;;28.447;0;26.555;0;28.845;0;118.1;51:21.284;18:58:26.636;0:28.447;0:26.555;0:28.845;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;9;1:23.850;0;;28.551;0;26.517;0;28.782;0;118.1;52:45.134;18:59:50.486;0:28.551;0:26.517;0:28.782;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;;
