NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;POWER;
11;1;1;1:24.967;0;;34.092;0;30.510;0;20.365;0;98.3;1:24.967;16:05:08.828;0:34.092;0:30.510;0:20.365;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;2;1:14.855;0;;25.156;0;29.647;0;20.052;0;111.6;2:39.822;16:06:23.683;0:25.156;0:29.647;0:20.052;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;3;1:14.027;0;;25.037;0;29.042;0;19.948;0;112.8;3:53.849;16:07:37.710;0:25.037;0:29.042;0:19.948;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;4;1:16.982;0;;24.845;0;29.467;0;22.670;0;108.5;5:10.831;16:08:54.692;0:24.845;0:29.467;0:22.670;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;5;3:32.016;0;;1:04.201;0;1:20.912;0;1:06.903;0;39.4;8:42.847;16:12:26.708;1:04.201;1:20.912;1:06.903;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;6;2:28.319;0;;1:10.030;0;53.662;0;24.627;0;56.3;11:11.166;16:14:55.027;1:10.030;0:53.662;0:24.627;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;7;1:13.372;0;;25.031;0;28.840;0;19.501;0;113.8;12:24.538;16:16:08.399;0:25.031;0:28.840;0:19.501;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;225;
11;1;8;1:13.354;0;;24.347;0;29.454;0;19.553;0;113.9;13:37.892;16:17:21.753;0:24.347;0:29.454;0:19.553;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;225;
11;1;9;1:12.600;0;;24.179;0;28.862;0;19.559;0;115.0;14:50.492;16:18:34.353;0:24.179;0:28.862;0:19.559;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;225;
11;1;10;1:12.593;0;;24.461;0;28.350;0;19.782;0;115.1;16:03.085;16:19:46.946;0:24.461;0:28.350;0:19.782;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;225;
11;1;11;1:12.455;0;;24.409;0;28.356;0;19.690;0;115.3;17:15.540;16:20:59.401;0:24.409;0:28.356;0:19.690;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;225;
11;1;12;1:12.403;0;;24.512;0;28.283;0;19.608;0;115.4;18:27.943;16:22:11.804;0:24.512;0:28.283;0:19.608;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;225;
11;1;13;1:12.515;0;;24.414;0;28.582;0;19.519;0;115.2;19:40.458;16:23:24.319;0:24.414;0:28.582;0:19.519;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;225;
