NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;POWER;
11;1;0;51.160;0;;;0;;0;45.988;0;66.8;51.160;16:07:36.638;;;0:45.988;;Lucas DI GRASSI;;;1;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;1;1:49.828;0;;35.638;0;34.164;0;40.026;0;94.1;2:40.988;16:09:26.466;0:35.638;0:34.164;0:40.026;;Lucas DI GRASSI;;;1;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;2;47:37.817;0;B;56.149;0;1:11.834;0;45:29.834;0;3.6;50:18.802;16:57:04.283;0:56.149;1:11.834;45:29.834;;Lucas DI GRASSI;;;1;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;3;2:23.919;0;;1:00.566;0;42.966;0;40.387;0;71.8;52:42.721;16:59:28.202;1:00.566;0:42.966;0:40.387;;Lucas DI GRASSI;0:42:48.832;;1;Audi Sport Abt Schaeffler Formula E Team;;225;
11;1;4;1:35.304;0;;30.108;0;29.087;0;36.109;0;108.4;54:18.025;17:01:03.506;0:30.108;0:29.087;0:36.109;;Lucas DI GRASSI;;;1;Audi Sport Abt Schaeffler Formula E Team;;225;
11;1;5;1:34.478;0;;29.548;0;28.621;0;36.309;0;109.4;55:52.503;17:02:37.984;0:29.548;0:28.621;0:36.309;;Lucas DI GRASSI;;;1;Audi Sport Abt Schaeffler Formula E Team;;225;
11;1;6;1:34.972;0;;29.777;0;28.705;0;36.490;0;108.8;57:27.475;17:04:12.956;0:29.777;0:28.705;0:36.490;;Lucas DI GRASSI;;;1;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;7;1:34.437;0;;29.913;0;28.608;0;35.916;0;109.4;59:01.912;17:05:47.393;0:29.913;0:28.608;0:35.916;;Lucas DI GRASSI;;;1;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;8;1:35.150;0;;29.934;0;29.782;0;35.434;0;108.6;1:00:37.062;17:07:22.543;0:29.934;0:29.782;0:35.434;;Lucas DI GRASSI;;;1;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;9;1:34.416;0;;29.783;0;28.650;0;35.983;0;109.4;1:02:11.478;17:08:56.959;0:29.783;0:28.650;0:35.983;;Lucas DI GRASSI;;;1;Audi Sport Abt Schaeffler Formula E Team;;;
