NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;POWER;FANBOOST;
10;1;1;1:30.855;0;;34.589;0;38.710;0;17.556;0;113.7;1:30.855;17:05:09.948;0:34.589;0:38.710;0:17.556;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;2;1:24.789;0;;29.801;0;37.345;0;17.643;0;126.1;2:55.644;17:06:34.737;0:29.801;0:37.345;0:17.643;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;3;1:24.965;0;;30.025;0;37.516;0;17.424;0;125.9;4:20.609;17:07:59.702;0:30.025;0:37.516;0:17.424;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;4;1:22.385;0;;29.180;0;35.822;0;17.383;0;129.8;5:42.994;17:09:22.087;0:29.180;0:35.822;0:17.383;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;5;1:22.773;0;;29.422;0;36.089;0;17.262;0;129.2;7:05.767;17:10:44.860;0:29.422;0:36.089;0:17.262;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;6;1:22.447;0;;29.185;0;35.926;0;17.336;0;129.7;8:28.214;17:12:07.307;0:29.185;0:35.926;0:17.336;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;7;1:22.461;0;;29.375;0;35.849;0;17.237;0;129.7;9:50.675;17:13:29.768;0:29.375;0:35.849;0:17.237;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;8;1:22.598;0;;30.023;0;35.571;0;17.004;2;129.5;11:13.273;17:14:52.366;0:30.023;0:35.571;0:17.004;;Sam BIRD;;;;Jaguar TCS Racing;;250;false;
10;1;9;1:22.029;0;;29.313;0;35.591;0;17.125;0;130.4;12:35.302;17:16:14.395;0:29.313;0:35.591;0:17.125;;Sam BIRD;;;;Jaguar TCS Racing;;250;false;
10;1;10;1:22.320;0;;29.067;0;36.056;0;17.197;0;129.9;13:57.622;17:17:36.715;0:29.067;0:36.056;0:17.197;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
