NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;POWER;FANBOOST;
10;1;0;1:42.087;0;;18.089;0;39.483;0;44.515;0;119.2;1:42.087;15:07:01.219;0:18.089;0:39.483;0:44.515;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;1;2:36.558;0;;25.823;0;46.704;0;1:24.031;0;77.7;4:18.645;15:09:37.777;0:25.823;0:46.704;1:24.031;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;2;3:56.739;0;;47.584;0;1:52.071;0;1:17.084;0;51.4;8:15.384;15:13:34.516;0:47.584;1:52.071;1:17.084;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;3;2:19.593;0;;43.677;0;44.834;0;51.082;0;87.2;10:34.977;15:15:54.109;0:43.677;0:44.834;0:51.082;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;4;1:44.751;0;;25.570;0;35.413;0;43.768;0;116.2;12:19.728;15:17:38.860;0:25.570;0:35.413;0:43.768;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;5;1:44.100;0;;25.307;0;35.000;0;43.793;0;116.9;14:03.828;15:19:22.960;0:25.307;0:35.000;0:43.793;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;6;1:43.850;0;;25.436;0;34.752;0;43.662;0;117.2;15:47.678;15:21:06.810;0:25.436;0:34.752;0:43.662;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;7;1:44.500;0;;25.681;0;35.376;0;43.443;0;116.4;17:32.178;15:22:51.310;0:25.681;0:35.376;0:43.443;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;8;1:45.030;0;;26.082;0;35.414;0;43.534;0;115.9;19:17.208;15:24:36.340;0:26.082;0:35.414;0:43.534;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;9;1:43.950;0;;25.257;0;35.291;0;43.402;0;117.1;21:01.158;15:26:20.290;0:25.257;0:35.291;0:43.402;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;10;1:43.528;0;;25.103;0;35.300;0;43.125;0;117.5;22:44.686;15:28:03.818;0:25.103;0:35.300;0:43.125;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;11;1:45.331;0;;25.176;0;34.902;0;45.253;0;115.5;24:30.017;15:29:49.149;0:25.176;0:34.902;0:45.253;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;12;1:42.897;0;;24.858;0;34.619;0;43.420;0;118.3;26:12.914;15:31:32.046;0:24.858;0:34.619;0:43.420;;Sam BIRD;;;;Jaguar TCS Racing;;250;false;
10;1;13;1:43.098;0;;24.974;0;34.715;0;43.409;0;118.0;27:56.012;15:33:15.144;0:24.974;0:34.715;0:43.409;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;14;1:43.036;0;;25.243;0;34.681;0;43.112;0;118.1;29:39.048;15:34:58.180;0:25.243;0:34.681;0:43.112;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;15;1:43.716;0;;25.201;0;34.935;0;43.580;0;117.3;31:22.764;15:36:41.896;0:25.201;0:34.935;0:43.580;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;16;1:45.206;0;;25.587;0;35.968;0;43.651;0;115.7;33:07.970;15:38:27.102;0:25.587;0:35.968;0:43.651;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;17;1:45.354;0;;26.378;0;35.268;0;43.708;0;115.5;34:53.324;15:40:12.456;0:26.378;0:35.268;0:43.708;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;18;1:44.718;0;;25.054;0;35.192;0;44.472;0;116.2;36:38.042;15:41:57.174;0:25.054;0:35.192;0:44.472;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;19;1:42.580;0;;24.973;0;34.410;0;43.197;0;118.6;38:20.622;15:43:39.754;0:24.973;0:34.410;0:43.197;;Sam BIRD;;;;Jaguar TCS Racing;;250;false;
10;1;20;1:42.312;0;;24.794;0;34.479;0;43.039;0;118.9;40:02.934;15:45:22.066;0:24.794;0:34.479;0:43.039;;Sam BIRD;;;;Jaguar TCS Racing;;250;false;
10;1;21;1:42.631;0;;25.196;0;34.568;0;42.867;0;118.6;41:45.565;15:47:04.697;0:25.196;0:34.568;0:42.867;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;22;1:44.185;0;;25.375;0;35.040;0;43.770;0;116.8;43:29.750;15:48:48.882;0:25.375;0:35.040;0:43.770;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;23;1:43.607;0;;25.494;0;34.898;0;43.215;0;117.4;45:13.357;15:50:32.489;0:25.494;0:34.898;0:43.215;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;24;1:43.699;0;;25.206;0;35.070;0;43.423;0;117.3;46:57.056;15:52:16.188;0:25.206;0:35.070;0:43.423;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;25;1:44.404;0;;25.072;0;35.663;0;43.669;0;116.5;48:41.460;15:54:00.592;0:25.072;0:35.663;0:43.669;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;26;1:44.223;0;;25.326;0;36.130;0;42.767;0;116.7;50:25.683;15:55:44.815;0:25.326;0:36.130;0:42.767;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;27;1:41.826;2;;24.752;2;34.409;2;42.665;2;119.5;52:07.509;15:57:26.641;0:24.752;0:34.409;0:42.665;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
11;1;0;1:57.981;0;;18.155;0;54.179;0;45.647;0;103.1;1:57.981;15:07:17.113;0:18.155;0:54.179;0:45.647;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;false;
11;1;1;2:53.837;0;;26.164;0;1:18.013;0;1:09.660;0;70.0;4:51.818;15:10:10.950;0:26.164;1:18.013;1:09.660;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;false;
11;1;2;3:32.309;0;;36.548;0;1:43.528;0;1:12.233;0;57.3;8:24.127;15:13:43.259;0:36.548;1:43.528;1:12.233;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;false;
11;1;3;2:17.208;0;;49.539;0;43.076;0;44.593;0;88.7;10:41.335;15:16:00.467;0:49.539;0:43.076;0:44.593;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;false;
11;1;4;1:44.598;0;;25.728;0;35.011;0;43.859;0;116.3;12:25.933;15:17:45.065;0:25.728;0:35.011;0:43.859;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;false;
11;1;5;1:44.343;0;;25.577;0;35.113;0;43.653;0;116.6;14:10.276;15:19:29.408;0:25.577;0:35.113;0:43.653;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;false;
11;1;6;1:45.039;0;;25.829;0;35.240;0;43.970;0;115.8;15:55.315;15:21:14.447;0:25.829;0:35.240;0:43.970;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;false;
11;1;7;1:44.429;0;;25.430;0;35.045;0;43.954;0;116.5;17:39.744;15:22:58.876;0:25.430;0:35.045;0:43.954;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;false;
11;1;8;1:45.054;0;;25.264;0;35.111;0;44.679;0;115.8;19:24.798;15:24:43.930;0:25.264;0:35.111;0:44.679;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;false;
11;1;9;1:42.797;0;;25.109;0;34.437;0;43.251;0;118.4;21:07.595;15:26:26.727;0:25.109;0:34.437;0:43.251;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;250;false;
11;1;10;1:42.698;0;;25.138;0;34.476;0;43.084;0;118.5;22:50.293;15:28:09.425;0:25.138;0:34.476;0:43.084;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;250;false;
11;1;11;1:44.228;0;;25.684;0;34.913;0;43.631;0;116.7;24:34.521;15:29:53.653;0:25.684;0:34.913;0:43.631;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;false;
11;1;12;1:43.604;0;;25.252;0;34.761;0;43.591;0;117.4;26:18.125;15:31:37.257;0:25.252;0:34.761;0:43.591;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;false;
11;1;13;1:43.659;0;;25.320;0;34.918;0;43.421;0;117.4;28:01.784;15:33:20.916;0:25.320;0:34.918;0:43.421;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;false;
11;1;14;1:43.602;0;;25.364;0;34.686;0;43.552;0;117.4;29:45.386;15:35:04.518;0:25.364;0:34.686;0:43.552;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;false;
11;1;15;1:43.483;0;;25.326;0;34.864;0;43.293;0;117.6;31:28.869;15:36:48.001;0:25.326;0:34.864;0:43.293;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;false;
11;1;16;1:44.763;0;;25.367;0;35.482;0;43.914;0;116.1;33:13.632;15:38:32.764;0:25.367;0:35.482;0:43.914;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;false;
11;1;17;1:43.968;0;;25.444;0;34.899;0;43.625;0;117.0;34:57.600;15:40:16.732;0:25.444;0:34.899;0:43.625;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;false;
