NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;POWER;FANBOOST;
10;1;1;1:25.828;0;;34.595;0;31.034;0;20.199;0;97.3;1:25.828;13:05:04.435;0:34.595;0:31.034;0:20.199;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;2;1:13.139;0;;24.519;0;28.738;0;19.882;0;114.2;2:38.967;13:06:17.574;0:24.519;0:28.738;0:19.882;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;3;1:14.181;0;;25.453;0;28.979;0;19.749;0;112.6;3:53.148;13:07:31.755;0:25.453;0:28.979;0:19.749;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;4;1:12.498;0;;24.697;0;28.233;0;19.568;0;115.2;5:05.646;13:08:44.253;0:24.697;0:28.233;0:19.568;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;5;1:11.982;0;;24.249;0;28.296;0;19.437;0;116.0;6:17.628;13:09:56.235;0:24.249;0:28.296;0:19.437;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;6;1:11.239;2;;24.017;0;27.853;0;19.369;0;117.2;7:28.867;13:11:07.474;0:24.017;0:27.853;0:19.369;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;7;1:11.583;0;;24.265;0;27.801;0;19.517;0;116.7;8:40.450;13:12:19.057;0:24.265;0:27.801;0:19.517;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;8;1:11.681;0;;24.031;0;28.241;0;19.409;0;116.5;9:52.131;13:13:30.738;0:24.031;0:28.241;0:19.409;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;9;1:11.653;0;;24.122;0;27.992;0;19.539;0;116.6;11:03.784;13:14:42.391;0:24.122;0:27.992;0:19.539;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;10;1:11.377;0;;23.964;0;27.787;0;19.626;0;117.0;12:15.161;13:15:53.768;0:23.964;0:27.787;0:19.626;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;11;1:11.407;0;;24.112;0;27.738;0;19.557;0;117.0;13:26.568;13:17:05.175;0:24.112;0:27.738;0:19.557;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;12;1:11.590;0;;24.102;0;27.967;0;19.521;0;116.7;14:38.158;13:18:16.765;0:24.102;0:27.967;0:19.521;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;13;1:11.377;0;;23.974;0;27.806;0;19.597;0;117.0;15:49.535;13:19:28.142;0:23.974;0:27.806;0:19.597;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;14;1:12.242;0;;24.699;0;27.992;0;19.551;0;115.6;17:01.777;13:20:40.384;0:24.699;0:27.992;0:19.551;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;15;1:12.867;0;;25.121;0;27.799;0;19.947;0;114.6;18:14.644;13:21:53.251;0:25.121;0:27.799;0:19.947;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;16;1:11.502;0;;24.048;0;27.831;0;19.623;0;116.8;19:26.146;13:23:04.753;0:24.048;0:27.831;0:19.623;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;17;1:11.336;0;;24.160;0;27.727;2;19.449;0;117.1;20:37.482;13:24:16.089;0:24.160;0:27.727;0:19.449;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;18;1:12.268;0;;24.038;0;28.827;0;19.403;0;115.6;21:49.750;13:25:28.357;0:24.038;0:28.827;0:19.403;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;19;1:11.838;0;;23.900;0;28.250;0;19.688;0;116.3;23:01.588;13:26:40.195;0:23.900;0:28.250;0:19.688;;Sam BIRD;;;;Jaguar TCS Racing;;250;false;
10;1;20;1:11.591;0;;23.991;0;28.118;0;19.482;0;116.7;24:13.179;13:27:51.786;0:23.991;0:28.118;0:19.482;;Sam BIRD;;;;Jaguar TCS Racing;;250;false;
10;1;21;1:11.946;0;;24.886;0;27.760;0;19.300;2;116.1;25:25.125;13:29:03.732;0:24.886;0:27.760;0:19.300;;Sam BIRD;;;;Jaguar TCS Racing;;250;false;
10;1;22;1:11.768;0;;24.538;0;27.750;0;19.480;0;116.4;26:36.893;13:30:15.500;0:24.538;0:27.750;0:19.480;;Sam BIRD;;;;Jaguar TCS Racing;;250;false;
10;1;23;1:11.663;0;;23.974;0;28.222;0;19.467;0;116.5;27:48.556;13:31:27.163;0:23.974;0:28.222;0:19.467;;Sam BIRD;;;;Jaguar TCS Racing;;250;false;
10;1;24;1:11.410;0;;24.039;0;27.877;0;19.494;0;117.0;28:59.966;13:32:38.573;0:24.039;0:27.877;0:19.494;;Sam BIRD;;;;Jaguar TCS Racing;;250;false;
10;1;25;1:12.384;0;;24.234;0;28.536;0;19.614;0;115.4;30:12.350;13:33:50.957;0:24.234;0:28.536;0:19.614;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;26;1:11.551;0;;24.019;0;28.012;0;19.520;0;116.7;31:23.901;13:35:02.508;0:24.019;0:28.012;0:19.520;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;27;1:11.704;0;;24.162;0;28.008;0;19.534;0;116.5;32:35.605;13:36:14.212;0:24.162;0:28.008;0:19.534;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;28;1:11.518;0;;24.038;0;27.930;0;19.550;0;116.8;33:47.123;13:37:25.730;0:24.038;0:27.930;0:19.550;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;29;1:11.409;0;;24.045;0;27.900;0;19.464;0;117.0;34:58.532;13:38:37.139;0:24.045;0:27.900;0:19.464;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;30;1:11.380;0;;23.888;0;27.948;0;19.544;0;117.0;36:09.912;13:39:48.519;0:23.888;0:27.948;0:19.544;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;31;1:12.509;0;;23.794;2;28.898;0;19.817;0;115.2;37:22.421;13:41:01.028;0:23.794;0:28.898;0:19.817;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;32;1:12.054;0;;23.920;0;28.613;0;19.521;0;115.9;38:34.475;13:42:13.082;0:23.920;0:28.613;0:19.521;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;33;1:11.530;0;;24.208;0;27.781;0;19.541;0;116.8;39:46.005;13:43:24.612;0:24.208;0:27.781;0:19.541;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;34;1:11.967;0;;24.168;0;27.948;0;19.851;0;116.1;40:57.972;13:44:36.579;0:24.168;0:27.948;0:19.851;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
