NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;POWER;FANBOOST;
10;1;0;1:38.133;0;;16.039;0;36.979;0;45.115;0;124.0;1:38.133;15:06:58.591;0:16.039;0:36.979;0:45.115;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;1;1:46.219;0;;25.969;0;35.899;0;44.351;0;114.6;3:24.352;15:08:44.810;0:25.969;0:35.899;0:44.351;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;2;1:45.241;0;;25.594;0;35.371;0;44.276;0;115.6;5:09.593;15:10:30.051;0:25.594;0:35.371;0:44.276;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;3;1:44.837;0;;25.608;0;35.242;0;43.987;0;116.1;6:54.430;15:12:14.888;0:25.608;0:35.242;0:43.987;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;4;1:44.788;0;;25.361;0;35.457;0;43.970;0;116.1;8:39.218;15:13:59.676;0:25.361;0:35.457;0:43.970;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;5;1:44.553;0;;25.552;0;35.676;0;43.325;0;116.4;10:23.771;15:15:44.229;0:25.552;0:35.676;0:43.325;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;6;1:44.398;0;;25.774;0;35.006;0;43.618;0;116.6;12:08.169;15:17:28.627;0:25.774;0:35.006;0:43.618;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;7;1:43.944;0;;25.589;0;34.902;0;43.453;0;117.1;13:52.113;15:19:12.571;0:25.589;0:34.902;0:43.453;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;8;1:44.628;0;;25.461;0;35.606;0;43.561;0;116.3;15:36.741;15:20:57.199;0:25.461;0:35.606;0:43.561;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
10;1;9;1:54.936;0;;25.366;0;35.220;0;54.350;0;105.9;17:31.677;15:22:52.135;0:25.366;0:35.220;0:54.350;;Sam BIRD;;;;Jaguar TCS Racing;;;false;
