NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;POWER;FANBOOST;
11;1;1;1:29.824;0;;36.870;0;24.903;0;28.051;0;85.8;1:29.824;15:05:17.408;0:36.870;0:24.903;0:28.051;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;false;
11;1;2;1:17.018;0;;25.898;0;23.905;0;27.215;0;100.1;2:46.842;15:06:34.426;0:25.898;0:23.905;0:27.215;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;false;
11;1;3;1:17.695;0;;25.545;0;23.829;0;28.321;0;99.2;4:04.537;15:07:52.121;0:25.545;0:23.829;0:28.321;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;false;
11;1;4;1:16.843;0;;25.477;0;23.267;0;28.099;0;100.3;5:21.380;15:09:08.964;0:25.477;0:23.267;0:28.099;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;250;false;
11;1;5;1:17.807;0;;25.505;0;23.426;0;28.876;0;99.1;6:39.187;15:10:26.771;0:25.505;0:23.426;0:28.876;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;250;false;
11;1;6;1:16.371;0;;25.825;0;23.289;0;27.257;0;100.9;7:55.558;15:11:43.142;0:25.825;0:23.289;0:27.257;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;250;false;
11;1;7;1:16.484;0;;25.449;0;23.292;0;27.743;0;100.8;9:12.042;15:12:59.626;0:25.449;0:23.292;0:27.743;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;250;false;
11;1;8;1:16.743;0;;25.807;0;23.772;0;27.164;0;100.4;10:28.785;15:14:16.369;0:25.807;0:23.772;0:27.164;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;false;
11;1;9;1:16.515;0;;25.626;0;23.341;0;27.548;0;100.7;11:45.300;15:15:32.884;0:25.626;0:23.341;0:27.548;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;false;
11;1;10;1:16.429;0;;25.481;0;23.447;0;27.501;0;100.8;13:01.729;15:16:49.313;0:25.481;0:23.447;0:27.501;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;false;
11;1;11;1:16.092;0;;25.427;0;23.394;0;27.271;0;101.3;14:17.821;15:18:05.405;0:25.427;0:23.394;0:27.271;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;false;
11;1;12;1:16.122;0;;25.365;0;23.556;0;27.201;0;101.3;15:33.943;15:19:21.527;0:25.365;0:23.556;0:27.201;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;false;
11;1;13;1:16.338;0;;25.617;0;23.595;0;27.126;0;101.0;16:50.281;15:20:37.865;0:25.617;0:23.595;0:27.126;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;false;
11;1;14;1:16.599;0;;25.531;0;23.447;0;27.621;0;100.6;18:06.880;15:21:54.464;0:25.531;0:23.447;0:27.621;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;false;
11;1;15;1:17.326;0;;26.951;0;23.401;0;26.974;0;99.7;19:24.206;15:23:11.790;0:26.951;0:23.401;0:26.974;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;false;
11;1;16;1:15.584;0;;25.159;0;23.292;0;27.133;0;102.0;20:39.790;15:24:27.374;0:25.159;0:23.292;0:27.133;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;false;
11;1;17;1:16.381;0;;25.285;0;23.555;0;27.541;0;100.9;21:56.171;15:25:43.755;0:25.285;0:23.555;0:27.541;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;false;
11;1;18;1:16.406;0;;25.315;0;23.435;0;27.656;0;100.9;23:12.577;15:27:00.161;0:25.315;0:23.435;0:27.656;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;false;
11;1;19;1:15.978;0;;25.511;0;23.361;0;27.106;0;101.4;24:28.555;15:28:16.139;0:25.511;0:23.361;0:27.106;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;false;
11;1;20;1:16.138;0;;25.458;0;23.490;0;27.190;0;101.2;25:44.693;15:29:32.277;0:25.458;0:23.490;0:27.190;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;false;
11;1;21;1:15.716;0;;25.274;0;23.394;0;27.048;0;101.8;27:00.409;15:30:47.993;0:25.274;0:23.394;0:27.048;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;false;
11;1;22;1:15.846;0;;25.285;0;23.586;0;26.975;0;101.6;28:16.255;15:32:03.839;0:25.285;0:23.586;0:26.975;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;false;
11;1;23;1:17.081;0;;25.358;0;23.454;0;28.269;0;100.0;29:33.336;15:33:20.920;0:25.358;0:23.454;0:28.269;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;false;
11;1;24;1:15.177;2;;25.212;0;23.161;2;26.804;2;102.5;30:48.513;15:34:36.097;0:25.212;0:23.161;0:26.804;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;250;false;
11;1;25;1:15.375;0;;24.987;2;23.334;0;27.054;0;102.3;32:03.888;15:35:51.472;0:24.987;0:23.334;0:27.054;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;250;false;
11;1;26;1:17.358;0;;25.574;0;23.999;0;27.785;0;99.6;33:21.246;15:37:08.830;0:25.574;0:23.999;0:27.785;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;250;false;
11;1;27;1:15.632;0;;25.121;0;23.334;0;27.177;0;101.9;34:36.878;15:38:24.462;0:25.121;0:23.334;0:27.177;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;250;false;
11;1;28;1:15.865;0;;25.265;0;23.442;0;27.158;0;101.6;35:52.743;15:39:40.327;0:25.265;0:23.442;0:27.158;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;false;
11;1;29;1:16.168;0;;25.357;0;23.692;0;27.119;0;101.2;37:08.911;15:40:56.495;0:25.357;0:23.692;0:27.119;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;false;
11;1;30;1:16.392;0;;25.614;0;23.755;0;27.023;0;100.9;38:25.303;15:42:12.887;0:25.614;0:23.755;0:27.023;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;false;
11;1;31;1:16.559;0;;25.644;0;23.776;0;27.139;0;100.7;39:41.862;15:43:29.446;0:25.644;0:23.776;0:27.139;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;false;
11;1;32;1:17.442;0;;25.661;0;23.690;0;28.091;0;99.5;40:59.304;15:44:46.888;0:25.661;0:23.690;0:28.091;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;true;
11;1;33;1:17.274;0;;25.759;0;23.876;0;27.639;0;99.7;42:16.578;15:46:04.162;0:25.759;0:23.876;0:27.639;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;false;
11;1;34;1:16.794;0;;25.609;0;23.951;0;27.234;0;100.4;43:33.372;15:47:20.956;0:25.609;0:23.951;0:27.234;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;false;
11;1;35;1:16.170;0;;25.345;0;23.689;0;27.136;0;101.2;44:49.542;15:48:37.126;0:25.345;0:23.689;0:27.136;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;false;
11;1;36;1:16.701;0;;25.622;0;23.730;0;27.349;0;100.5;46:06.243;15:49:53.827;0:25.622;0:23.730;0:27.349;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;false;
11;1;37;1:17.453;0;;25.709;0;23.782;0;27.962;0;99.5;47:23.696;15:51:11.280;0:25.709;0:23.782;0:27.962;;Lucas DI GRASSI;;;;ROKiT Venturi Racing;;;false;
13;1;1;1:24.539;0;;32.223;0;24.508;0;27.808;0;91.2;1:24.539;15:05:12.123;0:32.223;0:24.508;0:27.808;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;;false;
13;1;2;1:18.580;0;;26.421;0;23.982;0;28.177;0;98.1;2:43.119;15:06:30.703;0:26.421;0:23.982;0:28.177;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;;false;
13;1;3;1:18.104;0;;26.021;0;23.938;0;28.145;0;98.7;4:01.223;15:07:48.807;0:26.021;0:23.938;0:28.145;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;;false;
13;1;4;1:16.796;0;;25.365;0;23.606;0;27.825;0;100.4;5:18.019;15:09:05.603;0:25.365;0:23.606;0:27.825;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;;false;
13;1;5;1:19.415;0;;26.177;0;23.692;0;29.546;0;97.1;6:37.434;15:10:25.018;0:26.177;0:23.692;0:29.546;;Antonio Félix DA COSTA;;;;DS TECHEETAH;;;false;
